Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.6e-05,18.580865,[265  52] ; [16 15],[255.9683908  61.0316092] ; [25.0316092  5.9683908],1
b5,1,0.387345,0.74726,[179 138] ; [20 11],[181.27298851 135.72701149] ; [17.72701149 13.27298851],0
p12,1,0.397769,0.715059,[ 36 279] ; [ 2 29],[ 34.59537572 280.40462428] ; [ 3.40462428 27.59537572],0
a1,1,0.398068,0.714155,[ 23 294] ; [ 1 30],[ 21.86206897 295.13793103] ; [ 2.13793103 28.86206897],0
n1,1,0.44549,0.5821,[15 27] ; [4 4],[15.96 26.04] ; [3.04 4.96],0
n2,1,0.47911,0.500888,[32 10] ; [7 1],[32.76  9.24] ; [6.24 1.76],0
a7,1,0.523075,0.407826,[231  85] ; [21 10],[229.4870317  86.5129683] ; [22.5129683  8.4870317],0
b1,1,0.603288,0.270065,[138 179] ; [15 16],[139.37068966 177.62931034] ; [13.62931034 17.37068966],0
s4,1,0.647322,0.209293,[ 60 253] ; [ 7 24],[ 60.9622093 252.0377907] ; [ 6.0377907 24.9622093],0
n3,1,0.699676,0.14881,[34  8] ; [6 2],[33.6  8.4] ; [6.4 1.6],0
a8,1,0.777799,0.079631,[ 42 243] ; [ 5 25],[ 42.52380952 242.47619048] ; [ 4.47619048 25.52380952],0
v2,1,0.980411,0.000603,[195 114] ; [19 11],[195.0619469 113.9380531] ; [18.9380531 11.0619469],0
