Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.3e-05,19.029266,[26 11] ; [ 7 29],[16.7260274 20.2739726] ; [16.2739726 19.7260274],1
b1,1,0.352723,0.863636,[14 24] ; [18 20],[16. 22.] ; [16. 22.],0
d3,1,0.358795,0.842105,[21 17] ; [17 21],[19. 19.] ; [19. 19.],0
u1,1,0.394897,0.72381,[ 2 36] ; [ 4 34],[ 3. 35.] ; [ 3. 35.],0
v4,1,0.404475,0.694981,[25 10] ; [23 14],[23.33333333 11.66666667] ; [24.66666667 12.33333333],0
n5,1,0.405106,0.693119,[26 10] ; [24 14],[24.32432432 11.67567568] ; [25.67567568 12.32432432],0
d4,1,0.407602,0.685785,[28 10] ; [24 13],[26.34666667 11.65333333] ; [25.65333333 11.34666667],0
d2,1,0.421923,0.644952,[13 25] ; [16 21],[14.69333333 23.30666667] ; [14.30666667 22.69333333],0
n6,1,0.439196,0.598383,[25 12] ; [28  9],[26.5 10.5] ; [26.5 10.5],0
p5,1,0.468623,0.525222,[ 4 34] ; [ 6 31],[ 5.06666667 32.93333333] ; [ 4.93333333 32.06666667],0
p3,1,0.513592,0.426743,[14 24] ; [11 26],[12.66666667 25.33333333] ; [12.33333333 24.66666667],0
a1,1,0.555798,0.347032,[ 2 36] ; [ 1 37],[ 1.5 36.5] ; [ 1.5 36.5],0
s1,1,0.555798,0.347032,[ 1 37] ; [ 2 36],[ 1.5 36.5] ; [ 1.5 36.5],0
p12,1,0.587937,0.293578,[ 2 36] ; [ 1 35],[ 1.54054054 36.45945946] ; [ 1.45945946 34.54054054],0
r1,1,0.58946,0.291188,[10 28] ; [ 8 30],[ 9. 29.] ; [ 9. 29.],0
a4,1,0.628687,0.233846,[14 24] ; [12 26],[13. 25.] ; [13. 25.],0
b4,1,0.634363,0.22619,[23 15] ; [25 13],[24. 14.] ; [24. 14.],0
d1,1,0.638819,0.22029,[14 24] ; [16 22],[15. 23.] ; [15. 23.],0
a3,1,0.642175,0.215909,[23 15] ; [21 17],[22. 16.] ; [22. 16.],0
p10,1,0.650267,0.205564,[25 11] ; [26  9],[25.85915493 10.14084507] ; [25.14084507  9.85915493],0
b2,1,0.675859,0.174825,[ 6 24] ; [ 5 15],[ 6.6 23.4] ; [ 4.4 15.6],0
b3,1,0.675859,0.174825,[ 6 24] ; [ 5 15],[ 6.6 23.4] ; [ 4.4 15.6],0
n3,1,0.708723,0.139556,[9 5] ; [12  5],[9.48387097 4.51612903] ; [11.51612903  5.48387097],0
p4,1,0.725332,0.123441,[19 19] ; [17 20],[18.24 19.76] ; [17.76 19.24],0
a8,1,0.73986,0.11025,[ 3 34] ; [ 2 31],[ 2.64285714 34.35714286] ; [ 2.35714286 30.64285714],0
u2,1,0.815032,0.054728,[8 6] ; [9 8],[7.67741935 6.32258065] ; [9.32258065 7.67741935],0
u3,1,0.815032,0.054728,[6 8] ; [8 9],[6.32258065 7.67741935] ; [7.67741935 9.32258065],0
n1,1,0.820627,0.051411,[6 8] ; [ 7 11],[5.6875 8.3125] ; [ 7.3125 10.6875],0
p9,1,0.881213,0.02233,[29  9] ; [28  8],[29.27027027  8.72972973] ; [27.72972973  8.27027027],0
a7,1,0.906836,0.013696,[19 19] ; [19 18],[19.25333333 18.74666667] ; [18.74666667 18.25333333],0
v3,1,0.952046,0.003616,[ 8 30] ; [ 8 29],[ 8.10666667 29.89333333] ; [ 7.89333333 29.10666667],0
a2,1,1.0,0.0,[ 4 34] ; [ 4 34],[ 4. 34.] ; [ 4. 34.],0
