Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,5.3e-05,16.347728,[62 23] ; [75  3],[71.44171779 13.55828221] ; [65.55828221 12.44171779],1
n1,1,0.138006,2.200051,[18 18] ; [ 7 16],[15.25423729 20.74576271] ; [ 9.74576271 13.25423729],0
s4,1,0.143993,2.134765,[13 71] ; [19 58],[16.69565217 67.30434783] ; [15.30434783 61.69565217],0
p1,1,0.198663,1.652177,[ 9 76] ; [ 4 74],[ 6.7791411 78.2208589] ; [ 6.2208589 71.7791411],0
d3,1,0.208668,1.580643,[43 41] ; [47 30],[46.95652174 37.04347826] ; [43.04347826 33.95652174],0
p11,1,0.214985,1.537534,[43 42] ; [47 31],[46.93251534 38.06748466] ; [43.06748466 34.93251534],0
v1,1,0.219887,1.505107,[29 53] ; [35 43],[32.8 49.2] ; [31.2 46.8],0
a8,1,0.37838,0.775959,[ 5 79] ; [ 7 65],[ 6.46153846 77.53846154] ; [ 5.53846154 66.46153846],0
d2,1,0.378626,0.775158,[43 39] ; [35 42],[40.22641509 41.77358491] ; [37.77358491 39.22641509],0
b2,1,0.458471,0.549626,[23 34] ; [16 32],[21.17142857 35.82857143] ; [17.82857143 30.17142857],0
b3,1,0.458471,0.549626,[23 34] ; [16 32],[21.17142857 35.82857143] ; [17.82857143 30.17142857],0
n5,1,0.496336,0.462763,[56 28] ; [48 30],[53.92592593 30.07407407] ; [50.07407407 27.92592593],0
u2,1,0.534679,0.385491,[14 18] ; [14 13],[15.18644068 16.81355932] ; [12.81355932 14.18644068],0
b4,1,0.542294,0.371304,[45 40] ; [45 33],[46.93251534 38.06748466] ; [43.06748466 34.93251534],0
b1,1,0.552211,0.353372,[41 44] ; [34 44],[39.11042945 45.88957055] ; [35.88957055 42.11042945],0
u4,1,0.580757,0.305012,[ 2 83] ; [ 3 75],[ 2.60736196 82.39263804] ; [ 2.39263804 75.60736196],0
a2,1,0.583291,0.300944,[17 68] ; [13 65],[15.64417178 69.35582822] ; [14.35582822 63.64417178],0
p5,1,0.609761,0.260523,[ 7 75] ; [ 5 73],[ 6.15 75.85] ; [ 5.85 72.15],0
n4,1,0.661819,0.191322,[55 30] ; [53 25],[56.3190184 28.6809816] ; [51.6809816 26.3190184],0
n3,1,0.692227,0.156686,[21 13] ; [13 10],[20.28070175 13.71929825] ; [13.71929825  9.28070175],0
a6,1,0.726698,0.122165,[49 35] ; [47 30],[50.08695652 33.91304348] ; [45.91304348 31.08695652],0
n2,1,0.766545,0.088148,[26 11] ; [16  8],[25.47540984 11.52459016] ; [16.52459016  7.47540984],0
a4,1,0.771471,0.084362,[37 46] ; [33 45],[36.08695652 46.91304348] ; [33.91304348 44.08695652],0
u1,1,0.819618,0.052,[12 73] ; [12 66],[12.51533742 72.48466258] ; [11.48466258 66.51533742],0
u3,1,0.861108,0.030612,[19 13] ; [16 12],[18.66666667 13.33333333] ; [16.33333333 11.66666667],0
a3,1,0.894092,0.017723,[53 31] ; [50 28],[53.40740741 30.59259259] ; [49.59259259 28.40740741],0
a1,1,0.923118,0.009314,[ 8 77] ; [ 7 71],[ 7.82208589 77.17791411] ; [ 7.17791411 70.82208589],0
b5,1,0.984402,0.000382,[50 35] ; [46 32],[50.06134969 34.93865031] ; [45.93865031 32.06134969],0
