Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.6e-05,18.588226,[ 52 106] ; [55 35],[68.16935484 89.83064516] ; [38.83064516 51.16935484],1
d2,1,0.438039,0.601413,[69 93] ; [35 58],[66.07058824 95.92941176] ; [37.92941176 55.07058824],0
b1,1,0.441195,0.593173,[72 93] ; [36 57],[69.06976744 95.93023256] ; [38.93023256 54.06976744],0
s3,1,0.462603,0.53959,[ 39 125] ; [18 73],[ 36.65882353 127.34117647] ; [20.34117647 70.65882353],0
d5,1,0.505333,0.443718,[116  49] ; [69 24],[118.31395349  46.68604651] ; [66.68604651 26.31395349],0
d1,1,0.522141,0.409663,[76 89] ; [39 54],[73.54651163 91.45348837] ; [41.45348837 51.54651163],0
a3,1,0.53489,0.385093,[103  61] ; [62 31],[105.29182879  58.70817121] ; [59.70817121 33.29182879],0
p1,1,0.54748,0.361851,[ 12 152] ; [ 5 88],[ 10.84824903 153.15175097] ; [ 6.15175097 86.84824903],0
a8,1,0.548357,0.360269,[ 15 140] ; [10 72],[ 16.35021097 138.64978903] ; [ 8.64978903 73.35021097],0
b4,1,0.603126,0.270307,[103  62] ; [55 38],[101.04651163  63.95348837] ; [56.95348837 36.04651163],0
a5,1,0.639258,0.219714,[98 67] ; [58 35],[99.76744186 65.23255814] ; [56.23255814 36.76744186],0
d4,1,0.678847,0.171427,[123  40] ; [68 25],[121.61328125  41.38671875] ; [69.38671875 23.61328125],0
u4,1,0.679903,0.170235,[  1 164] ; [ 1 92],[  1.27906977 163.72093023] ; [ 0.72093023 92.27906977],0
p12,1,0.685957,0.163497,[  5 160] ; [ 2 90],[  4.49416342 160.50583658] ; [ 2.50583658 89.49416342],0
a2,1,0.72224,0.126357,[ 29 136] ; [18 75],[ 30.05813953 134.94186047] ; [16.94186047 76.05813953],0
a4,1,0.737496,0.112339,[66 98] ; [39 53],[67.265625 96.734375] ; [37.734375 54.265625],0
s8,1,0.83242,0.044774,[ 27 138] ; [16 76],[ 27.60700389 137.39299611] ; [15.39299611 76.60700389],0
s1,1,0.9031,0.014822,[  4 160] ; [ 2 89],[  3.85882353 160.14117647] ; [ 2.14117647 88.85882353],0
s5,1,0.988411,0.000211,[ 25 135] ; [14 76],[ 24.96 135.04] ; [14.04 75.96],0
n2,1,1.0,0.0,[42 27] ; [14  9],[42. 27.] ; [14.  9.],0
