Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.003672,8.439051,[ 8 34] ; [6 3],[11.52941176 30.47058824] ; [2.47058824 6.52941176],0
p11,1,0.578362,0.308891,[58 13] ; [14  2],[58.75862069 12.24137931] ; [13.24137931  2.75862069],0
s8,1,0.595413,0.28197,[26 45] ; [7 9],[26.93103448 44.06896552] ; [6.06896552 9.93103448],0
v3,1,0.61437,0.25386,[22 49] ; [ 6 10],[22.85057471 48.14942529] ; [ 5.14942529 10.85057471],0
b4,1,0.652434,0.202845,[40 31] ; [10  6],[40.8045977 30.1954023] ; [9.1954023 6.8045977],0
v4,1,0.75932,0.093865,[64  6] ; [15  1],[64.30232558  5.69767442] ; [14.69767442  1.30232558],0
d5,1,0.763299,0.090692,[46 25] ; [11  5],[46.51724138 24.48275862] ; [10.48275862  5.51724138],0
a6,1,0.798805,0.064971,[38 33] ; [8 8],[37.54022989 33.45977011] ; [8.45977011 7.54022989],0
a4,1,0.832358,0.044808,[16 55] ; [ 4 12],[16.32183908 54.67816092] ; [ 3.67816092 12.32183908],0
b1,1,0.844857,0.038292,[24 47] ; [ 5 11],[23.66666667 47.33333333] ; [ 5.33333333 10.66666667],0
n3,1,0.876697,0.024074,[14  6] ; [4 2],[13.84615385  6.15384615] ; [4.15384615 1.84615385],0
n2,1,0.876697,0.024074,[14  6] ; [4 2],[13.84615385  6.15384615] ; [4.15384615 1.84615385],0
n1,1,0.876697,0.024074,[ 6 14] ; [2 4],[ 6.15384615 13.84615385] ; [1.84615385 4.15384615],0
p1,1,0.888959,0.019494,[ 8 63] ; [ 2 14],[ 8.16091954 62.83908046] ; [ 1.83908046 14.16091954],0
r2,1,0.917453,0.010742,[56 13] ; [12  3],[55.85714286 13.14285714] ; [12.14285714  2.85714286],0
a3,1,0.923567,0.009205,[32 39] ; [7 9],[31.82758621 39.17241379] ; [7.17241379 8.82758621],0
d1,1,0.947406,0.004351,[26 45] ; [ 6 10],[26.11494253 44.88505747] ; [ 5.88505747 10.11494253],0
p2,1,0.967253,0.001685,[58 13] ; [13  3],[57.94252874 13.05747126] ; [13.05747126  2.94252874],0
p7,1,0.975848,0.000917,[52 17] ; [12  4],[51.95294118 17.04705882] ; [12.04705882  3.95294118],0
r3,1,0.984727,0.000366,[62  9] ; [14  2],[62.02298851  8.97701149] ; [13.97701149  2.02298851],0
