Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000169,14.148082,[9 7] ; [18 97],[ 3.29770992 12.70229008] ; [23.70229008 91.29770992],1
a7,1,0.446131,0.580462,[11  6] ; [67 55],[9.53956835 7.46043165] ; [68.46043165 53.53956835],0
p9,1,0.457329,0.552424,[13  4] ; [79 38],[11.67164179  5.32835821] ; [80.32835821 36.67164179],0
a3,1,0.467261,0.528447,[11  6] ; [67 54],[9.60869565 7.39130435] ; [68.39130435 52.60869565],0
v4,1,0.485439,0.48662,[14  3] ; [91 31],[12.84172662  4.15827338] ; [92.15827338 29.84172662],0
a2,1,0.540101,0.375352,[ 1 16] ; [ 13 109],[ 1.71223022 15.28776978] ; [ 12.28776978 109.71223022],0
n4,1,0.547489,0.361834,[12  5] ; [77 45],[10.88489209  6.11510791] ; [78.11510791 43.88489209],0
n2,1,0.591317,0.288293,[5 2] ; [28 18],[4.35849057 2.64150943] ; [28.64150943 17.35849057],0
a5,1,0.622207,0.242778,[ 7 10] ; [58 64],[7.94964029 9.05035971] ; [57.05035971 64.94964029],0
b3,1,0.657547,0.196516,[4 7] ; [30 39],[4.675 6.325] ; [29.325 39.675],0
b2,1,0.657547,0.196516,[4 7] ; [30 39],[4.675 6.325] ; [29.325 39.675],0
s5,1,0.679899,0.17024,[ 1 14] ; [ 12 108],[ 1.44444444 13.55555556] ; [ 11.55555556 108.44444444],0
a6,1,0.71388,0.134432,[10  7] ; [66 56],[9.29496403 7.70503597] ; [66.70503597 55.29496403],0
a8,1,0.754379,0.097888,[ 1 15] ; [ 10 107],[ 1.32330827 14.67669173] ; [  9.67669173 107.32330827],0
n1,1,0.783684,0.075362,[2 4] ; [18 28],[2.30769231 3.69230769] ; [17.69230769 28.30769231],0
b4,1,0.827963,0.047226,[9 8] ; [68 54],[9.41726619 7.58273381] ; [67.58273381 54.41726619],0
r2,1,0.857616,0.032188,[12  4] ; [86 32],[11.70149254  4.29850746] ; [86.29850746 31.70149254],0
d3,1,0.946078,0.004574,[8 9] ; [58 63],[8.13043478 8.86956522] ; [57.86956522 63.13043478],0
s4,1,0.95014,0.00391,[ 2 15] ; [ 15 107],[ 2.07913669 14.92086331] ; [ 14.92086331 107.07913669],0
d2,1,0.978512,0.000725,[ 7 10] ; [49 71],[ 6.94890511 10.05109489] ; [49.05109489 70.94890511],0
d5,1,0.99689,1.5e-05,[11  6] ; [79 43],[11.00719424  5.99280576] ; [78.99280576 43.00719424],0
