Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,118.610982,[ 5 40] ; [256  43],[34.14244186 10.85755814] ; [226.85755814  72.14244186],1
u1,1,0.088002,2.910544,[ 1 44] ; [ 30 269],[ 4.05523256 40.94476744] ; [ 26.94476744 272.05523256],0
b3,1,0.112008,2.525653,[14 17] ; [ 45 103],[10.21787709 20.78212291] ; [48.78212291 99.21787709],0
b2,1,0.112008,2.525653,[14 17] ; [ 45 103],[10.21787709 20.78212291] ; [48.78212291 99.21787709],0
v1,1,0.116132,2.468726,[12 33] ; [113 178],[16.74107143 28.25892857] ; [108.25892857 182.74107143],0
u3,1,0.18303,1.772846,[ 6 14] ; [52 61],[ 8.72180451 11.27819549] ; [49.27819549 63.72180451],0
v3,1,0.199156,1.648555,[ 8 37] ; [ 76 208],[11.4893617 33.5106383] ; [ 72.5106383 211.4893617],0
n1,1,0.258521,1.276658,[11 14] ; [31 66],[ 8.60655738 16.39344262] ; [33.39344262 63.60655738],0
u2,1,0.258557,1.276469,[ 7 13] ; [55 58],[ 9.32330827 10.67669173] ; [52.67669173 60.32330827],0
p6,1,0.292219,1.10937,[ 5 39] ; [ 52 241],[ 7.4421365 36.5578635] ; [ 49.5578635 243.4421365],0
a2,1,0.313815,1.014552,[ 5 40] ; [ 51 248],[ 7.3255814 37.6744186] ; [ 48.6744186 250.3255814],0
s4,1,0.414647,0.665438,[ 8 37] ; [ 39 255],[ 6.23893805 38.76106195] ; [ 40.76106195 253.23893805],0
s7,1,0.42939,0.624473,[ 6 36] ; [ 56 233],[ 7.86706949 34.13293051] ; [ 54.13293051 234.86706949],0
p12,1,0.609924,0.260285,[ 1 44] ; [ 11 284],[ 1.58823529 43.41176471] ; [ 10.41176471 284.58823529],0
a3,1,0.650009,0.205889,[25 18] ; [184 114],[26.35483871 16.64516129] ; [182.64516129 115.35483871],0
n4,1,0.657609,0.196441,[27 18] ; [189 109],[28.33819242 16.66180758] ; [187.66180758 110.33819242],0
s5,1,0.697111,0.151494,[ 7 38] ; [ 52 238],[ 7.92537313 37.07462687] ; [ 51.07462687 238.92537313],0
d2,1,0.700533,0.147918,[16 28] ; [117 180],[17.16129032 26.83870968] ; [115.83870968 181.16129032],0
p5,1,0.785532,0.074048,[ 2 42] ; [ 11 286],[ 1.67741935 42.32258065] ; [ 11.32258065 285.67741935],0
b4,1,0.856748,0.032586,[26 19] ; [177 122],[26.55523256 18.44476744] ; [176.44476744 122.55523256],0
a4,1,0.901858,0.015207,[16 27] ; [108 190],[15.63636364 27.36363636] ; [108.36363636 189.63636364],0
