Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.763309,[14 18] ; [67 11],[23.56363636  8.43636364] ; [57.43636364 20.56363636],1
a2,1,0.688242,0.160995,[ 7 26] ; [14 64],[ 6.24324324 26.75675676] ; [14.75675676 63.24324324],0
u3,1,0.706082,0.142222,[7 5] ; [13  7],[7.5 4.5] ; [12.5  7.5],0
n3,1,0.729571,0.119505,[9 4] ; [12  4],[9.4137931 3.5862069] ; [11.5862069  4.4137931],0
a4,1,0.753051,0.098985,[15 18] ; [38 40],[15.75675676 17.24324324] ; [37.24324324 40.75675676],0
b5,1,0.775776,0.081127,[20 13] ; [45 33],[19.32432432 13.67567568] ; [45.67567568 32.32432432],0
p6,1,0.829284,0.046492,[ 8 24] ; [18 60],[ 7.56363636 24.43636364] ; [18.43636364 59.56363636],0
u4,1,0.833049,0.044433,[ 1 32] ; [ 3 75],[ 1.18918919 31.81081081] ; [ 2.81081081 75.18918919],0
a1,1,0.833049,0.044433,[ 1 32] ; [ 3 75],[ 1.18918919 31.81081081] ; [ 2.81081081 75.18918919],0
a7,1,0.85622,0.032829,[23 10] ; [53 25],[22.59459459 10.40540541] ; [53.40540541 24.59459459],0
p8,1,0.85622,0.032829,[10 23] ; [25 53],[10.40540541 22.59459459] ; [24.59459459 53.40540541],0
p2,1,0.858052,0.031989,[24  9] ; [58 20],[24.37837838  8.62162162] ; [57.62162162 20.37837838],0
v2,1,0.87968,0.022914,[16 15] ; [38 38],[15.64485981 15.35514019] ; [38.35514019 37.64485981],0
r1,1,0.921975,0.009594,[25  8] ; [59 18],[25.2  7.8] ; [58.8 18.2],0
s3,1,0.932768,0.007117,[19 14] ; [45 32],[19.2 13.8] ; [44.8 32.2],0
s8,1,0.957321,0.002864,[15 17] ; [37 41],[15.12727273 16.87272727] ; [36.87272727 41.12727273],0
b4,1,0.962704,0.002187,[21 12] ; [50 28],[21.10810811 11.89189189] ; [49.89189189 28.10810811],0
p5,1,0.96705,0.001706,[ 4 29] ; [ 9 67],[ 3.93577982 29.06422018] ; [ 9.06422018 66.93577982],0
