Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000122,14.75892,[8 4] ; [ 3 28],[3.06976744 8.93023256] ; [ 7.93023256 23.06976744],1
a2,1,0.281542,1.159629,[ 1 11] ; [ 7 24],[2.23255814 9.76744186] ; [ 5.76744186 25.23255814],0
n5,1,0.281542,1.159629,[11  1] ; [24  7],[9.76744186 2.23255814] ; [25.23255814  5.76744186],0
p3,1,0.314995,1.009615,[6 6] ; [10 20],[4.57142857 7.42857143] ; [11.42857143 18.57142857],0
b2,1,0.323619,0.974265,[2 7] ; [ 9 13],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
b3,1,0.323619,0.974265,[2 7] ; [ 9 13],[3.19354839 5.80645161] ; [ 7.80645161 14.19354839],0
u3,1,0.345779,0.888889,[1 1] ; [1 5],[0.5 1.5] ; [1.5 4.5],0
b4,1,0.372609,0.794944,[8 4] ; [16 15],[6.69767442 5.30232558] ; [17.30232558 13.69767442],0
v1,1,0.382519,0.762589,[6 6] ; [11 20],[4.74418605 7.25581395] ; [12.25581395 18.74418605],0
d1,1,0.438302,0.600725,[7 5] ; [14 17],[5.86046512 6.13953488] ; [15.13953488 15.86046512],0
r1,1,0.438302,0.600725,[7 5] ; [14 17],[5.86046512 6.13953488] ; [15.13953488 15.86046512],0
n3,1,0.457438,0.552157,[3 2] ; [ 7 10],[2.27272727 2.72727273] ; [7.72727273 9.27272727],0
p12,1,0.475622,0.508884,[ 1 11] ; [ 1 30],[ 0.55813953 11.44186047] ; [ 1.44186047 29.55813953],0
s4,1,0.50254,0.449568,[3 9] ; [ 5 26],[2.23255814 9.76744186] ; [ 5.76744186 25.23255814],0
d4,1,0.510501,0.433041,[9 3] ; [20 11],[8.09302326 3.90697674] ; [20.90697674 10.09302326],0
s1,1,0.52133,0.411262,[ 2 10] ; [ 3 28],[ 1.39534884 10.60465116] ; [ 3.60465116 27.39534884],0
d3,1,0.561484,0.337142,[7 5] ; [21 10],[7.81395349 4.18604651] ; [20.18604651 10.81395349],0
a6,1,0.561484,0.337142,[7 5] ; [21 10],[7.81395349 4.18604651] ; [20.18604651 10.81395349],0
s8,1,0.582432,0.302319,[3 8] ; [ 6 25],[2.35714286 8.64285714] ; [ 6.64285714 24.35714286],0
d5,1,0.621609,0.243612,[8 4] ; [23  8],[8.65116279 3.34883721] ; [22.34883721  8.65116279],0
p7,1,0.630843,0.23092,[4 8] ; [12 17],[4.68292683 7.31707317] ; [11.31707317 17.68292683],0
p4,1,0.632906,0.228141,[6 6] ; [13 18],[5.30232558 6.69767442] ; [13.69767442 17.30232558],0
v3,1,0.642053,0.216067,[3 9] ; [10 21],[3.62790698 8.37209302] ; [ 9.37209302 21.62790698],0
v2,1,0.683162,0.166588,[3 9] ; [ 6 25],[2.51162791 9.48837209] ; [ 6.48837209 24.51162791],0
d2,1,0.768676,0.086499,[7 5] ; [16 14],[6.57142857 5.42857143] ; [16.42857143 13.57142857],0
s7,1,0.801336,0.063312,[4 7] ; [ 9 19],[3.66666667 7.33333333] ; [ 9.33333333 18.66666667],0
u1,1,0.828009,0.0472,[ 1 11] ; [ 2 29],[ 0.8372093 11.1627907] ; [ 2.1627907 28.8372093],0
a4,1,0.921455,0.009722,[7 5] ; [17 13],[6.85714286 5.14285714] ; [17.14285714 12.85714286],0
b1,1,0.946189,0.004555,[8 4] ; [21 10],[8.09302326 3.90697674] ; [20.90697674 10.09302326],0
n1,1,0.964079,0.002028,[3 2] ; [11  7],[3.04347826 1.95652174] ; [10.95652174  7.04347826],0
a1,1,0.965834,0.001835,[ 2 10] ; [ 5 26],[ 1.95348837 10.04651163] ; [ 5.04651163 25.95348837],0
a7,1,0.987213,0.000257,[7 5] ; [18 13],[6.97674419 5.02325581] ; [18.02325581 12.97674419],0
a3,1,1.0,0.0,[10  2] ; [25  5],[10.  2.] ; [25.  5.],0
