Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.392916,[81  6] ; [14 18],[69.45378151 17.54621849] ; [25.54621849  6.45378151],1
s1,1,0.468572,0.52534,[ 1 84] ; [ 1 31],[ 1.45299145 83.54700855] ; [ 0.54700855 31.45299145],0
p8,1,0.470168,0.521581,[37 47] ; [16 15],[38.71304348 45.28695652] ; [14.28695652 16.71304348],0
p12,1,0.483838,0.4902,[ 9 77] ; [ 2 30],[ 8.01694915 77.98305085] ; [ 2.98305085 29.01694915],0
a6,1,0.563019,0.334504,[57 29] ; [23  9],[58.30508475 27.69491525] ; [21.69491525 10.30508475],0
p2,1,0.627811,0.235041,[63 23] ; [22 10],[61.94915254 24.05084746] ; [23.05084746  8.94915254],0
s6,1,0.657912,0.19607,[52 33] ; [21 11],[53.03418803 31.96581197] ; [19.96581197 12.03418803],0
b5,1,0.660969,0.192349,[45 42] ; [18 14],[46.05882353 40.94117647] ; [16.94117647 15.05882353],0
d2,1,0.678772,0.171512,[44 42] ; [15 17],[43. 43.] ; [16. 16.],0
d1,1,0.681943,0.167947,[48 39] ; [19 13],[48.98319328 38.01680672] ; [18.01680672 13.98319328],0
p7,1,0.68286,0.166924,[49 35] ; [20 12],[49.96551724 34.03448276] ; [19.03448276 12.96551724],0
s5,1,0.749583,0.101882,[27 57] ; [ 9 22],[26.29565217 57.70434783] ; [ 9.70434783 21.29565217],0
p3,1,0.788933,0.071662,[40 46] ; [14 18],[39.3559322 46.6440678] ; [14.6440678 17.3559322],0
d5,1,0.818585,0.052608,[67 20] ; [24  8],[66.52941176 20.47058824] ; [24.47058824  7.52941176],0
u3,1,0.826824,0.047863,[11 10] ; [4 3],[11.25  9.75] ; [3.75 3.25],0
a3,1,0.843048,0.039203,[66 20] ; [24  8],[65.59322034 20.40677966] ; [24.40677966  7.59322034],0
s3,1,0.851865,0.034872,[45 39] ; [16 15],[44.55652174 39.44347826] ; [16.44347826 14.55652174],0
p5,1,0.861725,0.030338,[ 9 77] ; [ 3 29],[ 8.74576271 77.25423729] ; [ 3.25423729 28.74576271],0
a5,1,0.880769,0.022498,[63 23] ; [23  9],[62.6779661 23.3220339] ; [23.3220339  8.6779661],0
r2,1,0.888971,0.01949,[80  6] ; [30  2],[80.16949153  5.83050847] ; [29.83050847  2.16949153],0
n3,1,0.891289,0.01868,[16  4] ; [7 2],[15.86206897  4.13793103] ; [7.13793103 1.86206897],0
a7,1,0.908188,0.0133,[62 23] ; [23  9],[61.75213675 23.24786325] ; [23.24786325  8.75213675],0
v2,1,0.961335,0.00235,[60 24] ; [22  9],[59.89565217 24.10434783] ; [22.10434783  8.89565217],0
