Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,7.4e-05,15.699283,[ 7 20] ; [30 10],[14.91044776 12.08955224] ; [22.08955224 17.91044776],1
a7,1,0.383453,0.759601,[18  9] ; [23 18],[16.27941176 10.72058824] ; [24.72058824 16.27941176],0
n4,1,0.385193,0.754063,[19  8] ; [24 16],[17.32835821  9.67164179] ; [25.67164179 14.32835821],0
b5,1,0.445648,0.581698,[16 11] ; [28 13],[17.47058824  9.52941176] ; [26.52941176 14.47058824],0
v1,1,0.447806,0.5762,[10 17] ; [19 22],[11.51470588 15.48529412] ; [17.48529412 23.51470588],0
a8,1,0.477891,0.503671,[ 2 23] ; [ 5 31],[ 2.86885246 22.13114754] ; [ 4.13114754 31.86885246],0
v4,1,0.526406,0.401325,[23  4] ; [37  4],[23.82352941  3.17647059] ; [36.17647059  4.82352941],0
a4,1,0.553047,0.351886,[ 8 19] ; [15 26],[ 9.13235294 17.86764706] ; [13.86764706 27.13235294],0
d5,1,0.564655,0.331707,[18  9] ; [30 11],[19.05882353  7.94117647] ; [28.94117647 12.05882353],0
p7,1,0.573544,0.316789,[17 10] ; [23 18],[15.88235294 11.11764706] ; [24.11764706 16.88235294],0
v3,1,0.601507,0.27273,[ 6 20] ; [11 27],[ 6.90625 19.09375] ; [10.09375 27.90625],0
p9,1,0.63391,0.226795,[ 9 18] ; [16 25],[ 9.92647059 17.07352941] ; [15.07352941 25.92647059],0
b1,1,0.656791,0.197445,[15 12] ; [25 16],[15.88235294 11.11764706] ; [24.11764706 16.88235294],0
p11,1,0.656791,0.197445,[12 15] ; [16 25],[11.11764706 15.88235294] ; [16.88235294 24.11764706],0
a2,1,0.674875,0.175953,[ 3 24] ; [ 6 35],[ 3.57352941 23.42647059] ; [ 5.42647059 35.57352941],0
n3,1,0.690328,0.15873,[6 2] ; [8 4],[5.6 2.4] ; [8.4 3.6],0
u2,1,0.701122,0.147308,[4 7] ; [7 9],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
a5,1,0.715105,0.133231,[17 10] ; [24 17],[16.27941176 10.72058824] ; [24.72058824 16.27941176],0
s1,1,0.738301,0.111626,[ 2 25] ; [ 4 37],[ 2.38235294 24.61764706] ; [ 3.61764706 37.38235294],0
d2,1,0.796454,0.066533,[11 16] ; [18 23],[11.51470588 15.48529412] ; [17.48529412 23.51470588],0
d1,1,0.796454,0.066533,[11 16] ; [18 23],[11.51470588 15.48529412] ; [17.48529412 23.51470588],0
a3,1,0.796454,0.066533,[16 11] ; [23 18],[15.48529412 11.51470588] ; [23.51470588 17.48529412],0
a1,1,0.817523,0.053237,[ 1 26] ; [ 2 39],[ 1.19117647 25.80882353] ; [ 1.80882353 39.19117647],0
n6,1,0.85862,0.031731,[17  9] ; [27 13],[17.33333333  8.66666667] ; [26.66666667 13.33333333],0
d3,1,0.877862,0.023618,[15 12] ; [22 19],[14.69117647 12.30882353] ; [22.30882353 18.69117647],0
p6,1,0.878155,0.023503,[ 9 16] ; [14 27],[ 8.71212121 16.28787879] ; [14.28787879 26.71212121],0
