Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.461811,[120  33] ; [13 22],[108.2393617  44.7606383] ; [24.7606383 10.2393617],1
s3,1,0.317168,1.000589,[59 91] ; [17 18],[61.62162162 88.37837838] ; [14.37837838 20.62162162],0
p12,1,0.344205,0.894706,[ 11 142] ; [ 1 34],[  9.76595745 143.23404255] ; [ 2.23404255 32.76595745],0
s5,1,0.362283,0.829964,[ 43 105] ; [ 7 26],[ 40.8839779 107.1160221] ; [ 9.1160221 23.8839779],0
u1,1,0.378705,0.774901,[ 27 127] ; [ 4 31],[ 25.25925926 128.74074074] ; [ 5.74074074 29.25925926],0
p6,1,0.386912,0.748626,[59 95] ; [10 23],[56.82352941 97.17647059] ; [12.17647059 20.82352941],0
a3,1,0.389231,0.741344,[89 65] ; [23 12],[91.25925926 62.74074074] ; [20.74074074 14.25925926],0
r4,1,0.430041,0.622714,[139  15] ; [30  5],[137.7037037  16.2962963] ; [31.2962963  3.7037037],0
v1,1,0.455377,0.557233,[85 64] ; [17 17],[83.04918033 65.95081967] ; [18.95081967 15.04918033],0
u2,1,0.466158,0.53107,[30 34] ; [7 5],[31.15789474 32.84210526] ; [5.84210526 6.15789474],0
a5,1,0.494404,0.466929,[110  44] ; [27  8],[111.62962963  42.37037037] ; [25.37037037  9.62962963],0
n1,1,0.4948,0.466071,[ 6 18] ; [2 3],[ 6.62068966 17.37931034] ; [1.37931034 3.62068966],0
s6,1,0.54595,0.364623,[81 68] ; [21 14],[82.59782609 66.40217391] ; [19.40217391 15.59782609],0
a7,1,0.588584,0.292561,[116  37] ; [25 10],[114.75  38.25] ; [26.25  8.75],0
a1,1,0.65429,0.200534,[  7 147] ; [ 1 34],[  6.51851852 147.48148148] ; [ 1.48148148 33.51851852],0
d2,1,0.65809,0.195851,[68 85] ; [17 18],[69.17553191 83.82446809] ; [15.82446809 19.17553191],0
b4,1,0.670634,0.180861,[94 60] ; [20 15],[92.88888889 61.11111111] ; [21.11111111 13.88888889],0
b2,1,0.691371,0.157605,[31 58] ; [ 7 16],[30.19642857 58.80357143] ; [ 7.80357143 15.19642857],0
b3,1,0.691371,0.157605,[31 58] ; [ 7 16],[30.19642857 58.80357143] ; [ 7.80357143 15.19642857],0
p2,1,0.696953,0.151661,[127  26] ; [30  5],[127.7712766  25.2287234] ; [29.2287234  5.7712766],0
s2,1,0.699365,0.149133,[ 47 105] ; [12 23],[ 47.95721925 104.04278075] ; [11.04278075 23.95721925],0
a6,1,0.820677,0.051381,[107  47] ; [25 10],[107.55555556  46.44444444] ; [24.44444444 10.55555556],0
r2,1,0.843777,0.038835,[141  10] ; [33  2],[141.25806452   9.74193548] ; [32.74193548  2.25806452],0
a2,1,0.851842,0.034883,[ 33 121] ; [ 7 28],[ 32.59259259 121.40740741] ; [ 7.40740741 27.59259259],0
r1,1,0.883632,0.021423,[118  34] ; [26  8],[117.67741935  34.32258065] ; [26.32258065  7.67741935],0
a8,1,0.889004,0.019478,[ 15 123] ; [ 3 27],[ 14.78571429 123.21428571] ; [ 3.21428571 26.78571429],0
s4,1,0.954162,0.003304,[ 22 128] ; [ 5 30],[ 21.89189189 128.10810811] ; [ 5.10810811 29.89189189],0
p1,1,0.957105,0.002893,[ 17 136] ; [ 4 31],[ 17.09042553 135.90957447] ; [ 3.90957447 31.09042553],0
d1,1,0.977778,0.000776,[84 70] ; [19 16],[83.92592593 70.07407407] ; [19.07407407 15.92592593],0
d4,1,0.986801,0.000274,[119  35] ; [27  8],[118.96296296  35.03703704] ; [27.03703704  7.96296296],0
