Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.065342,3.39632,[15 28] ; [23 19],[19.22352941 23.77647059] ; [18.77647059 23.22352941],0
p3,1,0.630785,0.230998,[28 84] ; [29 75],[29.55555556 82.44444444] ; [27.44444444 76.55555556],0
r1,1,0.648242,0.208124,[78 33] ; [76 28],[79.50697674 31.49302326] ; [74.49302326 29.50697674],0
v1,1,0.668618,0.183223,[40 70] ; [40 62],[41.50943396 68.49056604] ; [38.49056604 63.50943396],0
p4,1,0.670032,0.181565,[41 71] ; [41 63],[42.51851852 69.48148148] ; [39.48148148 64.51851852],0
v2,1,0.672502,0.178689,[48 62] ; [47 54],[49.52606635 60.47393365] ; [45.47393365 55.52606635],0
a5,1,0.69486,0.153875,[66 47] ; [58 46],[64.57142857 48.42857143] ; [59.42857143 44.57142857],0
d2,1,0.730728,0.118444,[57 55] ; [50 53],[55.73953488 56.26046512] ; [51.26046512 51.73953488],0
s4,1,0.740544,0.109649,[16 97] ; [13 90],[15.1712963 97.8287037] ; [13.8287037 89.1712963],0
b3,1,0.750586,0.10104,[25 51] ; [21 48],[24.11034483 51.88965517] ; [21.88965517 47.11034483],0
b2,1,0.750586,0.10104,[25 51] ; [21 48],[24.11034483 51.88965517] ; [21.88965517 47.11034483],0
p9,1,0.777914,0.079545,[43 67] ; [41 59],[44. 66.] ; [40. 60.],0
s2,1,0.778935,0.078796,[35 76] ; [34 68],[35.95774648 75.04225352] ; [33.04225352 68.95774648],0
d1,1,0.800648,0.063761,[53 60] ; [47 57],[52.07373272 60.92626728] ; [47.92626728 56.07373272],0
d4,1,0.808953,0.058456,[81 31] ; [76 27],[81.78604651 30.21395349] ; [75.21395349 27.78604651],0
r2,1,0.864217,0.029244,[98 12] ; [91 12],[97.6056338 12.3943662] ; [91.3943662 11.6056338],0
a1,1,0.866252,0.028366,[  6 107] ; [ 5 99],[  5.7281106 107.2718894] ; [ 5.2718894 98.7281106],0
n5,1,0.870413,0.026613,[61 50] ; [56 48],[60.40465116 50.59534884] ; [56.59534884 47.40465116],0
d5,1,0.895555,0.017234,[77 36] ; [70 34],[76.5483871 36.4516129] ; [70.4516129 33.5483871],0
p5,1,0.904772,0.014313,[  4 109] ; [  4 100],[  4.16589862 108.83410138] ; [  3.83410138 100.16589862],0
n1,1,0.937714,0.006106,[13 30] ; [10 24],[12.84415584 30.15584416] ; [10.15584416 23.84415584],0
v3,1,0.951294,0.003731,[30 78] ; [29 74],[30.19905213 77.80094787] ; [28.80094787 74.19905213],0
a4,1,0.975389,0.000952,[45 67] ; [42 62],[45.11111111 66.88888889] ; [41.88888889 62.11111111],0
s7,1,0.977477,0.000797,[35 75] ; [32 68],[35.0952381 74.9047619] ; [31.9047619 68.0952381],0
