Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.00022,13.653335,[12 71] ; [18 22],[20.24390244 62.75609756] ; [ 9.75609756 30.24390244],1
d5,1,0.187753,1.735164,[53 30] ; [31 10],[56.22580645 26.77419355] ; [27.77419355 13.22580645],0
a1,1,0.20114,1.634075,[ 7 76] ; [ 1 40],[ 5.35483871 77.64516129] ; [ 2.64516129 38.35483871],0
u2,1,0.212405,1.554957,[18 17] ; [ 8 15],[15.68965517 19.31034483] ; [10.31034483 12.68965517],0
v2,1,0.21716,1.52304,[26 54] ; [18 23],[29.09090909 50.90909091] ; [14.90909091 26.09090909],0
a5,1,0.220963,1.498105,[43 40] ; [26 15],[46.18548387 36.81451613] ; [22.81451613 18.18548387],0
r1,1,0.226249,1.464286,[51 31] ; [30 11],[54. 28.] ; [27. 14.],0
u1,1,0.289008,1.124238,[ 7 76] ; [ 6 35],[ 8.7016129 74.2983871] ; [ 4.2983871 36.7016129],0
s5,1,0.29174,1.111576,[10 71] ; [ 8 33],[11.95081967 69.04918033] ; [ 6.04918033 34.95081967],0
a2,1,0.402535,0.700739,[15 68] ; [ 5 36],[13.38709677 69.61290323] ; [ 6.61290323 34.38709677],0
b2,1,0.404296,0.695511,[16 30] ; [ 8 23],[14.33766234 31.66233766] ; [ 9.66233766 21.33766234],0
b3,1,0.404296,0.695511,[16 30] ; [ 8 23],[14.33766234 31.66233766] ; [ 9.66233766 21.33766234],0
n3,1,0.446639,0.579167,[20 15] ; [9 4],[21.14583333 13.85416667] ; [7.85416667 5.14583333],0
p1,1,0.462651,0.539474,[ 5 77] ; [ 4 37],[ 6. 76.] ; [ 3. 38.],0
n1,1,0.469909,0.522189,[16 22] ; [4 9],[14.90196078 23.09803922] ; [5.09803922 7.90196078],0
b4,1,0.479276,0.500511,[54 29] ; [24 17],[52.20967742 30.79032258] ; [25.79032258 15.20967742],0
s7,1,0.522155,0.409634,[13 63] ; [ 9 32],[14.29059829 61.70940171] ; [ 7.70940171 33.29059829],0
b1,1,0.560868,0.338204,[44 39] ; [24 17],[45.51612903 37.48387097] ; [22.48387097 18.51612903],0
a6,1,0.567898,0.326213,[51 32] ; [23 18],[49.53225806 33.46774194] ; [24.46774194 16.53225806],0
a8,1,0.581133,0.304406,[ 4 72] ; [ 3 35],[ 4.66666667 71.33333333] ; [ 2.33333333 35.66666667],0
n2,1,0.668691,0.183137,[20 19] ; [7 5],[20.64705882 18.35294118] ; [6.35294118 5.64705882],0
s8,1,0.678316,0.172028,[ 8 74] ; [ 5 36],[ 8.66666667 73.33333333] ; [ 4.33333333 36.66666667],0
d2,1,0.745687,0.105191,[37 44] ; [20 21],[37.8442623 43.1557377] ; [19.1557377 21.8442623],0
d1,1,0.755064,0.097325,[34 49] ; [18 23],[34.80645161 48.19354839] ; [17.19354839 23.80645161],0
n5,1,0.798536,0.065148,[42 40] ; [22 19],[42.66666667 39.33333333] ; [21.33333333 19.66666667],0
d4,1,0.81998,0.051789,[55 26] ; [27 14],[54.44262295 26.55737705] ; [27.55737705 13.44262295],0
v3,1,0.843668,0.038889,[18 61] ; [10 31],[18.43333333 60.56666667] ; [ 9.56666667 31.43333333],0
n4,1,0.895606,0.017217,[51 31] ; [25 16],[50.66666667 31.33333333] ; [25.33333333 15.66666667],0
b5,1,0.9532,0.003444,[45 38] ; [22 19],[44.84677419 38.15322581] ; [22.15322581 18.84677419],0
v1,1,0.967537,0.001656,[24 59] ; [12 29],[24.09677419 58.90322581] ; [11.90322581 29.09677419],0
s4,1,0.981168,0.000557,[10 73] ; [ 5 36],[10.04032258 72.95967742] ; [ 4.95967742 36.04032258],0
u3,1,1.0,0.0,[18 18] ; [12 12],[18. 18.] ; [12. 12.],0
