Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,23.262297,[ 2 28] ; [52 39],[13.38842975 16.61157025] ; [40.61157025 50.38842975],1
p5,1,0.628634,0.233918,[ 1 29] ; [ 5 85],[ 1.5 28.5] ; [ 4.5 85.5],0
u3,1,0.641838,0.216346,[8 5] ; [22 10],[8.66666667 4.33333333] ; [21.33333333 10.66666667],0
n5,1,0.670519,0.180995,[14 16] ; [38 52],[13. 17.] ; [39. 51.],0
n2,1,0.713694,0.134615,[7 3] ; [19  6],[7.42857143 2.57142857] ; [18.57142857  6.42857143],0
a1,1,0.728686,0.120321,[ 1 29] ; [ 2 89],[ 0.74380165 29.25619835] ; [ 2.25619835 88.74380165],0
s1,1,0.749951,0.101572,[ 1 29] ; [ 2 86],[ 0.76271186 29.23728814] ; [ 2.23728814 85.76271186],0
p9,1,0.789438,0.071311,[22  8] ; [63 26],[21.42857143  8.57142857] ; [63.57142857 25.42857143],0
b5,1,0.854999,0.033395,[20 10] ; [59 32],[19.58677686 10.41322314] ; [59.41322314 31.58677686],0
a4,1,0.881622,0.022175,[10 20] ; [29 62],[ 9.66942149 20.33057851] ; [29.33057851 61.66942149],0
a8,1,0.904591,0.014367,[ 2 24] ; [ 7 76],[ 2.14678899 23.85321101] ; [ 6.85321101 76.14678899],0
