Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,22.099015,[44 43] ; [ 9 56],[30.33552632 56.66447368] ; [22.66447368 42.33552632],1
a8,1,0.819332,0.052168,[11 71] ; [ 9 52],[11.46853147 70.53146853] ; [ 8.53146853 52.46853147],0
u4,1,0.822301,0.050439,[ 1 88] ; [ 1 64],[ 1.15584416 87.84415584] ; [ 0.84415584 64.15584416],0
b2,1,0.840886,0.040305,[23 35] ; [12 20],[22.55555556 35.44444444] ; [12.44444444 19.55555556],0
b3,1,0.840886,0.040305,[23 35] ; [12 20],[22.55555556 35.44444444] ; [12.44444444 19.55555556],0
s6,1,0.848005,0.036735,[53 34] ; [38 26],[52.43046358 34.56953642] ; [38.56953642 25.43046358],0
b5,1,0.885718,0.020657,[51 38] ; [38 27],[51.43506494 37.56493506] ; [37.56493506 27.43506494],0
n5,1,0.9271,0.008371,[61 28] ; [45 20],[61.25974026 27.74025974] ; [44.74025974 20.25974026],0
d4,1,0.964183,0.002016,[45 43] ; [33 32],[44.8627451 43.1372549] ; [33.1372549 31.8627451],0
d3,1,0.967711,0.001639,[40 49] ; [29 36],[39.87662338 49.12337662] ; [29.12337662 35.87662338],0
u2,1,0.979822,0.00064,[21 17] ; [20 16],[21.05405405 16.94594595] ; [19.94594595 16.05405405],0
