Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9e-05,15.343447,[28  8] ; [29 47],[18.32142857 17.67857143] ; [38.67857143 37.32142857],1
n2,1,0.343857,0.896,[6 4] ; [19  6],[7.14285714 2.85714286] ; [17.85714286  7.14285714],0
u2,1,0.374475,0.788762,[5 5] ; [21 11],[6.19047619 3.80952381] ; [19.80952381 12.19047619],0
s6,1,0.396088,0.720171,[27  9] ; [51 25],[25.07142857 10.92857143] ; [52.92857143 23.07142857],0
a6,1,0.41948,0.651771,[25 12] ; [46 31],[23.04385965 13.95614035] ; [47.95614035 29.04385965],0
n1,1,0.420287,0.649513,[5 4] ; [10 15],[3.97058824 5.02941176] ; [11.02941176 13.97058824],0
a7,1,0.420705,0.648346,[23 14] ; [53 23],[24.88495575 12.11504425] ; [51.11504425 24.88495575],0
r4,1,0.442879,0.588813,[34  3] ; [67 10],[32.78070175  4.21929825] ; [68.21929825  8.78070175],0
d1,1,0.4509,0.568388,[22 15] ; [40 37],[20.12280702 16.87719298] ; [41.87719298 35.12280702],0
b1,1,0.484524,0.488664,[11 26] ; [28 49],[12.65789474 24.34210526] ; [26.34210526 50.65789474],0
r3,1,0.494449,0.46683,[35  2] ; [70  7],[34.07894737  2.92105263] ; [70.92105263  6.07894737],0
v4,1,0.542943,0.370112,[36  1] ; [73  4],[35.37719298  1.62280702] ; [73.62280702  3.37719298],0
u4,1,0.592915,0.285815,[ 1 36] ; [ 1 76],[ 0.64912281 36.35087719] ; [ 1.35087719 75.64912281],0
u3,1,0.601035,0.273438,[5 5] ; [19 13],[5.71428571 4.28571429] ; [18.28571429 13.71428571],0
r1,1,0.671605,0.179731,[27 10] ; [59 18],[27.9122807  9.0877193] ; [58.0877193 18.9122807],0
a8,1,0.679138,0.171098,[ 6 29] ; [10 61],[ 5.28301887 29.71698113] ; [10.71698113 60.28301887],0
p10,1,0.69931,0.149191,[27 10] ; [58 18],[27.83185841  9.16814159] ; [57.16814159 18.83185841],0
n3,1,0.763331,0.090667,[7 3] ; [18  6],[7.35294118 2.64705882] ; [17.64705882  6.35294118],0
d3,1,0.799403,0.064577,[27 10] ; [53 22],[26.42857143 10.57142857] ; [53.57142857 21.42857143],0
b2,1,0.80199,0.062887,[10 12] ; [19 26],[ 9.52238806 12.47761194] ; [19.47761194 25.52238806],0
b3,1,0.80199,0.062887,[10 12] ; [19 26],[ 9.52238806 12.47761194] ; [19.47761194 25.52238806],0
d4,1,0.816741,0.053703,[30  7] ; [61 16],[29.53508772  7.46491228] ; [61.46491228 15.53508772],0
s1,1,0.821635,0.050824,[ 2 34] ; [ 5 70],[ 2.27027027 33.72972973] ; [ 4.72972973 70.27027027],0
p11,1,0.834372,0.043722,[29  8] ; [59 18],[28.56140351  8.43859649] ; [59.43859649 17.56140351],0
p1,1,0.862118,0.030164,[ 3 34] ; [ 7 70],[ 3.24561404 33.75438596] ; [ 6.75438596 70.24561404],0
b5,1,0.891903,0.018468,[25 12] ; [53 24],[25.31578947 11.68421053] ; [52.68421053 24.31578947],0
s5,1,0.93076,0.00755,[12 23] ; [26 48],[12.20183486 22.79816514] ; [25.79816514 48.20183486],0
a2,1,0.943285,0.005061,[ 7 30] ; [15 62],[ 7.14035088 29.85964912] ; [14.85964912 62.14035088],0
r2,1,0.974754,0.001001,[35  2] ; [72  4],[35.03539823  1.96460177] ; [71.96460177  4.03539823],0
p4,1,0.977173,0.000819,[22 15] ; [46 31],[22.07017544 14.92982456] ; [45.92982456 31.07017544],0
s2,1,0.99148,0.000114,[20 17] ; [41 35],[19.97345133 17.02654867] ; [41.02654867 34.97345133],0
