Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.172654,[ 8 21] ; [75 10],[21.11403509  7.88596491] ; [61.88596491 23.11403509],1
s2,1,0.260827,1.264363,[ 9 19] ; [38 48],[11.54385965 16.45614035] ; [35.45614035 50.54385965],0
d5,1,0.290868,1.115598,[19 10] ; [65 21],[21.1826087  7.8173913] ; [62.8173913 23.1826087],0
a7,1,0.330766,0.945897,[17 11] ; [60 25],[19.07964602  8.92035398] ; [57.92035398 27.07964602],0
a3,1,0.355166,0.854912,[14 15] ; [50 36],[16.13913043 12.86086957] ; [47.86086957 38.13913043],0
s3,1,0.38412,0.757475,[12 16] ; [45 41],[14. 14.] ; [43. 43.],0
a8,1,0.38643,0.750145,[ 4 21] ; [ 8 74],[ 2.80373832 22.19626168] ; [ 9.19626168 72.80373832],0
u3,1,0.405563,0.691769,[6 9] ; [19 17],[7.35294118 7.64705882] ; [17.64705882 18.35294118],0
s8,1,0.413268,0.669379,[ 9 20] ; [34 52],[10.84347826 18.15652174] ; [32.15652174 53.84347826],0
d2,1,0.420134,0.649941,[ 9 19] ; [21 65],[ 7.36842105 20.63157895] ; [22.63157895 63.36842105],0
n1,1,0.444549,0.584512,[2 7] ; [ 8 14],[2.90322581 6.09677419] ; [ 7.09677419 14.90322581],0
p6,1,0.472408,0.516339,[ 9 19] ; [33 50],[10.59459459 17.40540541] ; [31.40540541 51.59459459],0
u2,1,0.528733,0.396825,[8 6] ; [17 19],[7. 7.] ; [18. 18.],0
d3,1,0.529843,0.394693,[17 12] ; [56 30],[18.40869565 10.59130435] ; [54.59130435 31.40869565],0
v4,1,0.570954,0.32109,[26  3] ; [79  6],[26.71052632  2.28947368] ; [78.28947368  6.71052632],0
n2,1,0.588809,0.292208,[5 3] ; [16  6],[5.6 2.4] ; [15.4  6.6],0
n6,1,0.60598,0.266071,[23  6] ; [71 14],[23.9122807  5.0877193] ; [70.0877193 14.9122807],0
d4,1,0.66121,0.192058,[20  8] ; [65 21],[20.87719298  7.12280702] ; [64.12280702 21.87719298],0
v3,1,0.66171,0.191453,[14 14] ; [46 38],[15. 13.] ; [45. 39.],0
n4,1,0.669513,0.182173,[19 10] ; [60 26],[19.92173913  9.07826087] ; [59.07826087 26.92173913],0
a6,1,0.705941,0.142365,[14 15] ; [45 41],[14.87826087 14.12173913] ; [44.12173913 41.87826087],0
s5,1,0.750115,0.101435,[ 6 22] ; [20 62],[ 6.61818182 21.38181818] ; [19.38181818 62.61818182],0
r1,1,0.758248,0.09473,[19 10] ; [59 27],[19.66956522  9.33043478] ; [58.33043478 27.66956522],0
d1,1,0.792555,0.069166,[11 18] ; [35 51],[11.6 17.4] ; [34.4 51.6],0
p1,1,0.829362,0.046449,[ 2 27] ; [ 7 79],[ 2.26956522 26.73043478] ; [ 6.73043478 79.26956522],0
b5,1,0.865403,0.02873,[16 13] ; [49 37],[16.39130435 12.60869565] ; [48.60869565 37.39130435],0
s4,1,0.869475,0.027003,[ 5 24] ; [16 70],[ 5.29565217 23.70434783] ; [15.70434783 70.29565217],0
s1,1,0.983641,0.00042,[ 1 28] ; [ 3 82],[ 1.01754386 27.98245614] ; [ 2.98245614 82.01754386],0
a1,1,0.991869,0.000104,[ 1 28] ; [ 3 83],[ 1.00869565 27.99130435] ; [ 2.99130435 83.00869565],0
