Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5e-06,20.976853,[78 47] ; [ 57 105],[58.79790941 66.20209059] ; [76.20209059 85.79790941],1
a8,1,0.453161,0.562734,[ 13 108] ; [ 13 147],[ 11.19572954 109.80427046] ; [ 14.80427046 145.19572954],0
d3,1,0.500215,0.454479,[83 49] ; [101  70],[80.15841584 51.84158416] ; [103.84158416  67.15841584],0
d5,1,0.546218,0.364137,[102  30] ; [127  44],[99.76237624 32.23762376] ; [129.23762376  41.76237624],0
d1,1,0.615028,0.252917,[71 61] ; [87 84],[68.83168317 63.16831683] ; [89.16831683 81.83168317],0
n1,1,0.672279,0.178947,[14 20] ; [31 37],[15. 19.] ; [30. 38.],0
u4,1,0.748119,0.103119,[  3 129] ; [  3 168],[  2.61386139 129.38613861] ; [  3.38613861 167.61386139],0
d2,1,0.754665,0.097653,[60 71] ; [80 88],[61.33779264 69.66220736] ; [78.66220736 89.33779264],0
a6,1,0.7747,0.081929,[87 45] ; [110  61],[85.82178218 46.17821782] ; [111.17821782  59.82178218],0
n6,1,0.824812,0.049,[98 33] ; [126  45],[97.16556291 33.83443709] ; [126.83443709  44.16556291],0
p1,1,0.863333,0.02963,[ 14 118] ; [ 17 153],[ 13.54966887 118.45033113] ; [ 17.45033113 152.54966887],0
d4,1,0.869842,0.02685,[102  30] ; [130  40],[101.40397351  30.59602649] ; [130.59602649  39.40397351],0
n5,1,0.9465,0.004503,[89 43] ; [114  56],[88.72847682 43.27152318] ; [114.27152318  55.72847682],0
s1,1,0.959043,0.002637,[  6 125] ; [  8 162],[  6.09302326 124.90697674] ; [  7.90697674 162.09302326],0
u1,1,0.997267,1.2e-05,[ 17 115] ; [ 22 149],[ 16.99009901 115.00990099] ; [ 22.00990099 148.99009901],0
