Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.042839,[59 12] ; [20 31],[45.97540984 25.02459016] ; [33.02459016 17.97540984],1
a1,1,0.116106,2.469083,[ 3 68] ; [ 6 45],[ 5.23770492 65.76229508] ; [ 3.76229508 47.23770492],0
n4,1,0.12611,2.339747,[46 25] ; [26 25],[41.90163934 29.09836066] ; [30.09836066 20.90163934],0
s1,1,0.132759,2.25994,[ 8 61] ; [ 2 49],[ 5.75 63.25] ; [ 4.25 46.75],0
n6,1,0.156129,2.011327,[46 24] ; [27 24],[42.23140496 27.76859504] ; [30.76859504 20.23140496],0
s2,1,0.192113,1.701337,[32 39] ; [17 34],[28.51639344 42.48360656] ; [20.48360656 30.51639344],0
p1,1,0.215903,1.531395,[ 7 64] ; [ 2 49],[ 5.23770492 65.76229508] ; [ 3.76229508 47.23770492],0
d2,1,0.262979,1.253009,[11 60] ; [12 39],[13.3852459 57.6147541] ; [ 9.6147541 41.3852459],0
n2,1,0.27433,1.194969,[22  7] ; [9 6],[20.43181818  8.56818182] ; [10.56818182  4.43181818],0
p4,1,0.288515,1.126537,[30 40] ; [17 34],[27.19008264 42.80991736] ; [19.80991736 31.19008264],0
b4,1,0.311404,1.024712,[40 31] ; [24 27],[37.24590164 33.75409836] ; [26.75409836 24.24590164],0
s3,1,0.319037,0.992889,[33 37] ; [19 31],[30.33333333 39.66666667] ; [21.66666667 28.33333333],0
p5,1,0.3223,0.979592,[ 6 64] ; [ 2 48],[ 4.66666667 65.33333333] ; [ 3.33333333 46.66666667],0
p2,1,0.346089,0.887747,[45 26] ; [28 23],[42.48360656 28.51639344] ; [30.51639344 20.48360656],0
n5,1,0.347533,0.882443,[47 23] ; [30 21],[44.54545455 25.45454545] ; [32.45454545 18.54545455],0
v1,1,0.359019,0.841323,[30 41] ; [17 33],[27.5785124 43.4214876] ; [19.4214876 30.5785124],0
a4,1,0.379983,0.770756,[17 53] ; [ 9 42],[15.04132231 54.95867769] ; [10.95867769 40.04132231],0
v3,1,0.393506,0.728079,[23 43] ; [14 37],[20.87179487 45.12820513] ; [16.12820513 34.87179487],0
p6,1,0.433873,0.612434,[15 54] ; [ 8 42],[13.33613445 55.66386555] ; [ 9.66386555 40.33613445],0
n1,1,0.445921,0.580999,[ 8 20] ; [6 9],[ 9.11627907 18.88372093] ; [ 4.88372093 10.11627907],0
p7,1,0.505238,0.443917,[34 35] ; [22 29],[32.2 36.8] ; [23.8 27.2],0
b3,1,0.541968,0.371905,[10 25] ; [ 9 16],[11.08333333 23.91666667] ; [ 7.91666667 17.08333333],0
b2,1,0.541968,0.371905,[10 25] ; [ 9 16],[11.08333333 23.91666667] ; [ 7.91666667 17.08333333],0
n3,1,0.542385,0.371137,[17 10] ; [8 7],[16.07142857 10.92857143] ; [8.92857143 6.07142857],0
d3,1,0.546132,0.364293,[27 44] ; [16 33],[25.44166667 45.55833333] ; [17.55833333 31.44166667],0
s5,1,0.579071,0.307738,[16 51] ; [10 41],[14.76271186 52.23728814] ; [11.23728814 39.76271186],0
a2,1,0.666197,0.186082,[ 4 67] ; [ 2 49],[ 3.49180328 67.50819672] ; [ 2.50819672 48.49180328],0
b5,1,0.736481,0.113244,[41 30] ; [31 20],[41.90163934 29.09836066] ; [30.09836066 20.90163934],0
u2,1,0.766591,0.088112,[12 18] ; [12 21],[11.42857143 18.57142857] ; [12.57142857 20.42857143],0
p8,1,0.7958,0.06697,[18 51] ; [12 38],[17.39495798 51.60504202] ; [12.60504202 37.39495798],0
b1,1,0.800129,0.0641,[42 29] ; [29 22],[41.31967213 29.68032787] ; [29.68032787 21.31967213],0
p9,1,0.914193,0.01161,[36 33] ; [25 22],[36.28448276 32.71551724] ; [24.71551724 22.28448276],0
s4,1,0.925171,0.008821,[13 58] ; [ 9 42],[12.80327869 58.19672131] ; [ 9.19672131 41.80327869],0
p3,1,0.930474,0.007612,[20 51] ; [14 37],[19.78688525 51.21311475] ; [14.21311475 36.78688525],0
a6,1,0.949506,0.00401,[33 38] ; [24 27],[33.17213115 37.82786885] ; [23.82786885 27.17213115],0
