Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,105.532015,[429   7] ; [23 14],[416.64270613  19.35729387] ; [35.35729387  1.64270613],1
p2,1,0.011799,6.340844,[394  42] ; [31  9],[389.28571429  46.71428571] ; [35.71428571  4.28571429],0
s1,1,0.013847,6.057544,[ 11 420] ; [ 4 38],[ 13.66807611 417.33192389] ; [ 1.33192389 40.66807611],0
s6,1,0.018566,5.541964,[283 145] ; [19 21],[276.18803419 151.81196581] ; [25.81196581 14.18803419],0
a2,1,0.019957,5.415631,[112 325] ; [ 4 38],[105.82881002 331.17118998] ; [10.17118998 31.82881002],0
s8,1,0.022872,5.178191,[207 226] ; [12 29],[200.05696203 232.94303797] ; [18.94303797 22.05696203],0
a6,1,0.031821,4.608092,[298 136] ; [22 20],[291.76470588 142.23529412] ; [28.23529412 13.76470588],0
u3,1,0.034077,4.490859,[63 50] ; [ 4 11],[59.1484375 53.8515625] ; [7.8515625 7.1484375],0
s7,1,0.039206,4.251899,[215 201] ; [13 25],[208.91629956 207.08370044] ; [19.08370044 18.91629956],0
v3,1,0.044429,4.040197,[189 234] ; [12 30],[182.84516129 240.15483871] ; [18.15483871 23.84516129],0
d2,1,0.056252,3.644566,[212 223] ; [14 28],[206.10062893 228.89937107] ; [19.89937107 22.10062893],0
s5,1,0.060223,3.531234,[149 281] ; [ 8 32],[143.63829787 286.36170213] ; [13.36170213 26.63829787],0
a4,1,0.073914,3.193892,[197 238] ; [13 29],[191.50943396 243.49056604] ; [18.49056604 23.50943396],0
p4,1,0.112254,2.522196,[297 138] ; [23 18],[292.43697479 142.56302521] ; [27.56302521 13.43697479],0
v2,1,0.118073,2.442703,[263 159] ; [21 21],[258.29310345 163.70689655] ; [25.70689655 16.29310345],0
a8,1,0.146901,2.104137,[ 78 316] ; [ 4 35],[ 74.61431871 319.38568129] ; [ 7.38568129 31.61431871],0
u1,1,0.161815,1.95718,[ 79 358] ; [ 4 38],[ 75.7223382 361.2776618] ; [ 7.2776618 34.7223382],0
v1,1,0.181913,1.781929,[250 178] ; [19 21],[246.00854701 181.99145299] ; [22.99145299 17.00854701],0
p6,1,0.211629,1.560249,[200 232] ; [14 25],[196.28025478 235.71974522] ; [17.71974522 21.28025478],0
a3,1,0.25822,1.278274,[322 113] ; [27 14],[318.93907563 116.06092437] ; [30.06092437 10.93907563],0
b5,1,0.282505,1.154999,[254 183] ; [28 14],[257.27348643 179.72651357] ; [24.72651357 17.27348643],0
b3,1,0.311993,1.022218,[115 166] ; [ 8 18],[112.58306189 168.41693811] ; [10.41693811 15.58306189],0
b2,1,0.311993,1.022218,[115 166] ; [ 8 18],[112.58306189 168.41693811] ; [10.41693811 15.58306189],0
p1,1,0.395797,0.721058,[ 37 397] ; [ 2 40],[ 35.55882353 398.44117647] ; [ 3.44117647 38.55882353],0
b4,1,0.416114,0.661265,[247 190] ; [21 21],[244.50104384 192.49895616] ; [23.49895616 18.50104384],0
s3,1,0.509181,0.435751,[240 192] ; [19 19],[238.05957447 193.94042553] ; [20.94042553 17.05957447],0
n2,1,0.519159,0.415564,[56 18] ; [13  6],[54.90322581 19.09677419] ; [14.09677419  4.90322581],0
s2,1,0.592041,0.287168,[210 225] ; [18 23],[208.36134454 226.63865546] ; [19.63865546 21.36134454],0
p5,1,0.654362,0.200444,[ 63 372] ; [ 7 34],[ 63.97058824 371.02941176] ; [ 6.02941176 34.97058824],0
a1,1,0.713112,0.135189,[ 27 410] ; [ 2 40],[ 26.45720251 410.54279749] ; [ 2.54279749 39.45720251],0
u2,1,0.781168,0.077171,[65 48] ; [8 5],[65.46825397 47.53174603] ; [7.53174603 5.46825397],0
n1,1,0.797062,0.066127,[25 47] ; [ 6 13],[24.52747253 47.47252747] ; [ 6.47252747 12.52747253],0
p12,1,0.830556,0.045791,[ 36 399] ; [ 3 38],[ 35.6407563 399.3592437] ; [ 3.3592437 37.6407563],0
