Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,6e-05,16.093996,[77  6] ; [63 29],[66.4 16.6] ; [73.6 18.4],1
r2,1,0.193805,1.688455,[73  8] ; [75 15],[70.10526316 10.89473684] ; [77.89473684 12.10526316],0
s4,1,0.210846,1.565606,[20 63] ; [15 76],[16.6954023 66.3045977] ; [18.3045977 72.6954023],0
p1,1,0.25289,1.307267,[ 5 78] ; [10 82],[ 7.11428571 75.88571429] ; [ 7.88571429 84.11428571],0
b3,1,0.324791,0.969556,[16 35] ; [25 37],[18.50442478 32.49557522] ; [22.49557522 39.50442478],0
b2,1,0.324791,0.969556,[16 35] ; [25 37],[18.50442478 32.49557522] ; [22.49557522 39.50442478],0
u3,1,0.333916,0.93365,[17 11] ; [18 19],[15.07692308 12.92307692] ; [19.92307692 17.07692308],0
n4,1,0.375503,0.785374,[55 28] ; [55 37],[52.17142857 30.82857143] ; [57.82857143 34.17142857],0
a3,1,0.48155,0.495352,[55 28] ; [55 35],[52.77456647 30.22543353] ; [57.22543353 32.77456647],0
a2,1,0.499541,0.455911,[13 70] ; [18 74],[14.70285714 68.29714286] ; [16.29714286 75.70285714],0
a8,1,0.534995,0.384896,[ 9 68] ; [ 8 83],[ 7.79166667 69.20833333] ; [ 9.20833333 81.79166667],0
b4,1,0.543582,0.368941,[48 35] ; [49 43],[46.00571429 36.99428571] ; [50.99428571 41.00571429],0
d2,1,0.558722,0.341921,[41 42] ; [40 49],[39.0872093 43.9127907] ; [41.9127907 47.0872093],0
u4,1,0.567881,0.326241,[ 3 80] ; [ 2 90],[ 2.37142857 80.62857143] ; [ 2.62857143 89.37142857],0
a1,1,0.586918,0.295183,[ 7 76] ; [10 82],[ 8.06285714 74.93714286] ; [ 8.93714286 83.06285714],0
a4,1,0.652917,0.202243,[36 47] ; [36 54],[34.5433526 48.4566474] ; [37.4566474 52.5433526],0
a6,1,0.701424,0.146995,[48 35] ; [50 41],[46.74712644 36.25287356] ; [51.25287356 39.74712644],0
b1,1,0.799084,0.064787,[39 44] ; [45 47],[39.84 43.16] ; [44.16 47.84],0
n2,1,0.806387,0.060069,[19  9] ; [26 14],[18.52941176  9.47058824] ; [26.47058824 13.52941176],0
u2,1,0.861588,0.030399,[13 14] ; [17 20],[12.65625 14.34375] ; [17.34375 19.65625],0
u1,1,0.8662,0.028388,[11 72] ; [13 79],[11.38285714 71.61714286] ; [12.61714286 79.38285714],0
b5,1,0.976252,0.000886,[48 35] ; [53 39],[47.90285714 35.09714286] ; [53.09714286 38.90285714],0
n5,1,0.978661,0.000715,[50 33] ; [55 36],[50.0862069 32.9137931] ; [54.9137931 36.0862069],0
n3,1,0.987151,0.000259,[16 11] ; [22 15],[16.03125 10.96875] ; [21.96875 15.03125],0
