Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.80064,[124  10] ; [19 13],[115.43373494  18.56626506] ; [27.56626506  4.43373494],1
n4,1,0.261933,1.25851,[65 69] ; [12 20],[62.15662651 71.84337349] ; [14.84337349 17.15662651],0
p9,1,0.264978,1.242561,[99 34] ; [20 11],[96.50609756 36.49390244] ; [22.49390244  8.50609756],0
b2,1,0.283323,1.15108,[24 53] ; [ 8 10],[25.93684211 51.06315789] ; [ 6.06315789 11.93684211],0
b3,1,0.283323,1.15108,[24 53] ; [ 8 10],[25.93684211 51.06315789] ; [ 6.06315789 11.93684211],0
p1,1,0.291953,1.110595,[  9 122] ; [ 4 28],[ 10.44785276 120.55214724] ; [ 2.55214724 29.44785276],0
a8,1,0.370132,0.80322,[  9 110] ; [ 1 31],[  7.8807947 111.1192053] ; [ 2.1192053 29.8807947],0
d1,1,0.384554,0.756094,[81 53] ; [22 10],[83.14457831 50.85542169] ; [19.85542169 12.14457831],0
s8,1,0.39492,0.723741,[48 85] ; [ 9 23],[45.94545455 87.05454545] ; [11.05454545 20.94545455],0
n1,1,0.401577,0.7036,[ 7 29] ; [4 9],[ 8.08163265 27.91836735] ; [ 2.91836735 10.08163265],0
p3,1,0.419968,0.650405,[58 75] ; [16 15],[60.01219512 72.98780488] ; [13.98780488 17.01219512],0
a7,1,0.44228,0.590359,[101  33] ; [22 10],[99.28915663 34.71084337] ; [23.71084337  8.28915663],0
b4,1,0.451873,0.565949,[85 49] ; [18 14],[83.14457831 50.85542169] ; [19.85542169 12.14457831],0
v3,1,0.468563,0.525363,[41 85] ; [ 8 23],[39.32484076 86.67515924] ; [ 9.67515924 21.32484076],0
d4,1,0.471455,0.518564,[115  19] ; [29  3],[116.24096386  17.75903614] ; [27.75903614  4.24096386],0
a2,1,0.481109,0.496348,[ 33 101] ; [ 6 26],[ 31.48192771 102.51807229] ; [ 7.51807229 24.48192771],0
a6,1,0.502582,0.44948,[96 38] ; [21 11],[94.44578313 39.55421687] ; [22.55421687  9.44578313],0
s2,1,0.513989,0.425939,[58 75] ; [16 16],[59.64848485 73.35151515] ; [14.35151515 17.64848485],0
u2,1,0.529134,0.396054,[19 15] ; [3 4],[18.24390244 15.75609756] ; [3.75609756 3.24390244],0
v1,1,0.62683,0.236385,[57 74] ; [12 19],[55.7962963 75.2037037] ; [13.2037037 17.7962963],0
p4,1,0.654398,0.2004,[66 67] ; [14 17],[64.87804878 68.12195122] ; [15.12195122 15.87804878],0
s5,1,0.667332,0.184738,[36 91] ; [10 21],[36.97468354 90.02531646] ; [ 9.02531646 21.97468354],0
p7,1,0.672959,0.178161,[75 56] ; [17 15],[73.93865031 57.06134969] ; [18.06134969 13.93865031],0
a3,1,0.680149,0.169958,[100  34] ; [25  7],[100.90361446  33.09638554] ; [24.09638554  7.90361446],0
u3,1,0.694618,0.154132,[21 12] ; [5 2],[21.45 11.55] ; [4.55 2.45],0
s7,1,0.760957,0.092553,[50 76] ; [11 19],[49.26923077 76.73076923] ; [11.73076923 18.26923077],0
p6,1,0.816084,0.054096,[38 94] ; [ 8 22],[37.48148148 94.51851852] ; [ 8.51851852 21.48148148],0
s4,1,0.827946,0.047235,[ 27 107] ; [ 7 25],[ 27.44578313 106.55421687] ; [ 6.55421687 25.44578313],0
p12,1,0.832868,0.044531,[  7 125] ; [ 2 30],[  7.24390244 124.75609756] ; [ 1.75609756 30.24390244],0
n6,1,0.867738,0.027733,[81 52] ; [20 12],[81.41212121 51.58787879] ; [19.58787879 12.41212121],0
a4,1,0.879377,0.023031,[65 69] ; [16 16],[65.38554217 68.61445783] ; [15.61445783 16.38554217],0
s6,1,0.905617,0.014059,[81 51] ; [20 12],[81.29268293 50.70731707] ; [19.70731707 12.29268293],0
n3,1,0.927471,0.008286,[24 10] ; [9 4],[23.87234043 10.12765957] ; [9.12765957 3.87234043],0
d3,1,0.965205,0.001903,[100  34] ; [24  8],[100.09638554  33.90361446] ; [23.90361446  8.09638554],0
p5,1,0.967958,0.001614,[  8 124] ; [ 2 30],[  8.04878049 123.95121951] ; [ 1.95121951 30.04878049],0
