Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.161985,[ 6 24] ; [46 16],[16.95652174 13.04347826] ; [35.04347826 26.95652174],1
a1,1,0.204178,1.612238,[ 1 29] ; [ 7 55],[ 2.60869565 27.39130435] ; [ 5.39130435 56.60869565],0
b4,1,0.234186,1.415255,[18 12] ; [29 33],[15.32608696 14.67391304] ; [31.67391304 30.32608696],0
s3,1,0.235991,1.404384,[16 14] ; [41 21],[18.58695652 11.41304348] ; [38.41304348 23.58695652],0
r4,1,0.260902,1.263963,[24  6] ; [55  7],[25.76086957  4.23913043] ; [53.23913043  8.76086957],0
s5,1,0.317698,0.998399,[12 16] ; [31 26],[14.16470588 13.83529412] ; [28.83529412 28.16470588],0
v4,1,0.388919,0.742319,[29  1] ; [57  5],[28.04347826  1.95652174] ; [57.95652174  4.04347826],0
n2,1,0.389505,0.740488,[9 2] ; [10  5],[8.03846154 2.96153846] ; [10.96153846  4.03846154],0
p8,1,0.392654,0.730707,[19 11] ; [44 17],[20.76923077  9.23076923] ; [42.23076923 18.76923077],0
p11,1,0.403933,0.696585,[23  7] ; [52 10],[24.45652174  5.54347826] ; [50.54347826 11.45652174],0
n5,1,0.403933,0.696585,[23  7] ; [52 10],[24.45652174  5.54347826] ; [50.54347826 11.45652174],0
v1,1,0.455611,0.556655,[14 16] ; [33 27],[15.66666667 14.33333333] ; [31.33333333 28.66666667],0
d3,1,0.456431,0.554633,[13 17] ; [32 30],[14.67391304 15.32608696] ; [30.32608696 31.67391304],0
b1,1,0.456431,0.554633,[17 13] ; [30 32],[15.32608696 14.67391304] ; [31.67391304 30.32608696],0
b5,1,0.465669,0.532235,[15 15] ; [26 36],[13.36956522 16.63043478] ; [27.63043478 34.36956522],0
p2,1,0.504457,0.445547,[24  6] ; [53  9],[25.10869565  4.89130435] ; [51.89130435 10.10869565],0
u2,1,0.513328,0.427276,[11  8] ; [6 7],[10.09375  8.90625] ; [6.90625 6.09375],0
s1,1,0.604361,0.268469,[ 1 29] ; [ 1 60],[ 0.65934066 29.34065934] ; [ 1.34065934 59.65934066],0
n4,1,0.64609,0.210866,[24  6] ; [52 10],[24.7826087  5.2173913] ; [51.2173913 10.7826087],0
n1,1,0.691398,0.157576,[6 5] ; [7 8],[5.5 5.5] ; [7.5 7.5],0
a6,1,0.694428,0.154334,[ 8 22] ; [19 43],[ 8.80434783 21.19565217] ; [18.19565217 43.80434783],0
a8,1,0.694787,0.153952,[ 5 25] ; [ 8 51],[ 4.38202247 25.61797753] ; [ 8.61797753 50.38202247],0
r3,1,0.716939,0.131445,[28  2] ; [59  3],[28.36956522  1.63043478] ; [58.63043478  3.36956522],0
u3,1,0.718894,0.129555,[10  9] ; [6 7],[9.5 9.5] ; [6.5 6.5],0
p12,1,0.78078,0.077453,[ 2 28] ; [ 5 55],[ 2.33333333 27.66666667] ; [ 4.66666667 55.33333333],0
p4,1,0.813256,0.055804,[22  8] ; [44 18],[21.52173913  8.47826087] ; [44.47826087 17.52173913],0
p1,1,0.852132,0.034744,[ 3 27] ; [ 7 55],[ 3.26086957 26.73913043] ; [ 6.73913043 55.26086957],0
p7,1,0.878653,0.02331,[26  4] ; [53  9],[25.76086957  4.23913043] ; [53.23913043  8.76086957],0
v2,1,0.887309,0.020082,[14 14] ; [30 32],[13.68888889 14.31111111] ; [30.31111111 31.68888889],0
p5,1,0.8985,0.016271,[ 5 25] ; [11 51],[ 5.2173913 24.7826087] ; [10.7826087 51.2173913],0
s4,1,0.967525,0.001658,[ 7 23] ; [14 47],[ 6.92307692 23.07692308] ; [14.07692308 46.92307692],0
