Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,114.55714,[279  47] ; [ 93 128],[221.70383912 104.29616088] ; [150.29616088  70.70383912],1
b1,1,0.071033,3.258977,[132 197] ; [ 74 153],[121.89568345 207.10431655] ; [ 84.10431655 142.89568345],0
a8,1,0.075546,3.158208,[ 53 249] ; [ 24 180],[ 45.95652174 256.04347826] ; [ 31.04347826 172.95652174],0
s6,1,0.08825,2.906016,[232  87] ; [149  77],[223.00733945  95.99266055] ; [157.99266055  68.00733945],0
b4,1,0.08933,2.886405,[185 144] ; [144  83],[194.67805755 134.32194245] ; [134.32194245  92.67805755],0
v3,1,0.11533,2.479623,[149 172] ; [ 85 130],[140.1380597 180.8619403] ; [ 93.8619403 121.1380597],0
p12,1,0.127785,2.31921,[ 39 288] ; [ 18 209],[ 33.64440433 293.35559567] ; [ 23.35559567 203.64440433],0
a1,1,0.139569,2.182709,[ 19 310] ; [  7 220],[ 15.38489209 313.61510791] ; [ 10.61510791 216.38489209],0
n3,1,0.143994,2.134746,[29 15] ; [48 13],[32.26666667 11.73333333] ; [44.73333333 16.26666667],0
r2,1,0.144451,2.129888,[309  16] ; [208  18],[304.94555354  20.05444646] ; [212.05444646  13.94555354],0
d4,1,0.168141,1.899443,[274  53] ; [179  47],[267.86799277  59.13200723] ; [185.13200723  40.86799277],0
n6,1,0.197431,1.661277,[303  23] ; [204  23],[298.88245931  27.11754069] ; [208.11754069  18.88245931],0
s4,1,0.207303,1.590165,[ 58 265] ; [ 31 192],[ 52.65018315 270.34981685] ; [ 36.34981685 186.65018315],0
s2,1,0.269734,1.218097,[181 144] ; [113 109],[174.68007313 150.31992687] ; [119.31992687 102.68007313],0
n4,1,0.295378,1.094945,[295  34] ; [197  30],[291.1294964  37.8705036] ; [200.8705036  26.1294964],0
b3,1,0.419788,0.650909,[ 87 121] ; [56 93],[ 83.31652661 124.68347339] ; [59.68347339 89.31652661],0
b2,1,0.419788,0.650909,[ 87 121] ; [56 93],[ 83.31652661 124.68347339] ; [59.68347339 89.31652661],0
d1,1,0.435929,0.606976,[205 124] ; [134  93],[200.59532374 128.40467626] ; [138.40467626  88.59532374],0
u1,1,0.468146,0.526349,[ 60 269] ; [ 47 180],[ 63.3147482 265.6852518] ; [ 43.6852518 183.3147482],0
d3,1,0.484218,0.489348,[226 102] ; [150  77],[222.21261261 105.78738739] ; [153.78738739  73.21261261],0
a6,1,0.622195,0.242794,[227 100] ; [162  65],[229.60830325  97.39169675] ; [159.39169675  67.60830325],0
a4,1,0.633538,0.227293,[150 178] ; [108 118],[152.75090253 175.24909747] ; [105.24909747 120.75090253],0
a3,1,0.688514,0.160699,[242  86] ; [164  63],[239.94234234  88.05765766] ; [166.05765766  60.94234234],0
a2,1,0.71428,0.134039,[ 81 248] ; [ 59 168],[ 82.84172662 246.15827338] ; [ 57.15827338 169.84172662],0
s3,1,0.733381,0.11603,[193 131] ; [129  93],[191.07692308 132.92307692] ; [130.92307692  91.07692308],0
d2,1,0.757288,0.095508,[164 164] ; [115 109],[165.7826087 162.2173913] ; [113.2173913 110.7826087],0
u3,1,0.774745,0.081895,[49 38] ; [34 29],[48.14 38.86] ; [34.86 28.14],0
d5,1,0.826693,0.047937,[267  60] ; [187  40],[267.97472924  59.02527076] ; [186.02527076  40.97472924],0
n2,1,0.835486,0.043127,[36  9] ; [47 13],[35.57142857  9.42857143] ; [47.42857143 12.57142857],0
n1,1,0.846248,0.0376,[17 28] ; [23 35],[17.47572816 27.52427184] ; [22.52427184 35.47572816],0
u2,1,0.897118,0.016719,[51 36] ; [37 25],[51.38255034 35.61744966] ; [36.61744966 25.38255034],0
u4,1,0.942644,0.005176,[  9 319] ; [  6 221],[  8.86486486 319.13513514] ; [  6.13513514 220.86486486],0
r3,1,0.943767,0.004975,[315  12] ; [217   8],[315.15217391  11.84782609] ; [216.84782609   8.15217391],0
s1,1,0.979022,0.000691,[  9 318] ; [  6 215],[  8.95072993 318.04927007] ; [  6.04927007 214.95072993],0
