Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,164.954288,[276   4] ; [11 22],[256.74121406  23.25878594] ; [30.25878594  2.74121406],1
v4,1,0.324707,0.969894,[271   8] ; [31  2],[270.05769231   8.94230769] ; [31.94230769  1.05769231],0
s8,1,0.330329,0.947609,[156 123] ; [15 17],[153.40514469 125.59485531] ; [17.59485531 14.40514469],0
u2,1,0.337783,0.918829,[37 28] ; [6 8],[35.37974684 29.62025316] ; [7.62025316 6.37974684],0
s7,1,0.346034,0.887948,[155 109] ; [16 16],[152.51351351 111.48648649] ; [18.48648649 13.51351351],0
v2,1,0.365007,0.820591,[194  82] ; [20 12],[191.76623377  84.23376623] ; [22.23376623  9.76623377],0
a7,1,0.366889,0.814173,[215  65] ; [23 10],[212.90734824  67.09265176] ; [25.09265176  7.90734824],0
p1,1,0.400834,0.705823,[ 30 249] ; [ 2 31],[ 28.61538462 250.38461538] ; [ 3.38461538 29.61538462],0
b3,1,0.44089,0.593966,[ 76 114] ; [ 8 17],[ 74.23255814 115.76744186] ; [ 9.76744186 15.23255814],0
b2,1,0.44089,0.593966,[ 76 114] ; [ 8 17],[ 74.23255814 115.76744186] ; [ 9.76744186 15.23255814],0
a1,1,0.480263,0.498266,[ 17 264] ; [ 1 32],[ 16.10828025 264.89171975] ; [ 1.89171975 31.10828025],0
b4,1,0.560242,0.339286,[164 117] ; [21 12],[165.55732484 115.44267516] ; [19.44267516 13.55732484],0
d3,1,0.640336,0.218302,[211  70] ; [26  7],[212.09235669  68.90764331] ; [24.90764331  8.09235669],0
s3,1,0.684721,0.164859,[157 119] ; [17 15],[155.92207792 120.07792208] ; [18.07792208 13.92207792],0
v3,1,0.69336,0.155472,[146 126] ; [16 16],[144.94736842 127.05263158] ; [17.05263158 14.94736842],0
s2,1,0.713302,0.135002,[162 116] ; [17 14],[161.0420712 116.9579288] ; [17.9579288 13.0420712],0
u3,1,0.718204,0.13022,[45 20] ; [9 5],[44.43037975 20.56962025] ; [9.56962025 4.43037975],0
s6,1,0.752551,0.0994,[204  70] ; [23  9],[203.26143791  70.73856209] ; [23.73856209  8.26143791],0
n1,1,0.791827,0.069664,[18 18] ; [5 6],[17.61702128 18.38297872] ; [5.38297872 5.61702128],0
a4,1,0.838779,0.041394,[141 139] ; [16 17],[140.44728435 139.55271565] ; [16.55271565 16.44728435],0
a2,1,0.851954,0.034829,[ 81 200] ; [ 9 24],[ 80.54140127 200.45859873] ; [ 9.45859873 23.54140127],0
s1,1,0.863168,0.029702,[  7 270] ; [ 1 32],[  7.1483871 269.8516129] ; [ 0.8516129 32.1483871],0
a8,1,0.872817,0.025626,[ 36 217] ; [ 4 22],[ 36.27240143 216.72759857] ; [ 3.72759857 22.27240143],0
n3,1,0.933499,0.006963,[25 10] ; [8 3],[25.10869565  9.89130435] ; [7.89130435 3.10869565],0
s4,1,0.934757,0.006701,[ 45 233] ; [ 5 27],[ 44.83870968 233.16129032] ; [ 5.16129032 26.83870968],0
u1,1,0.959442,0.002586,[ 67 214] ; [ 8 25],[ 67.11783439 213.88216561] ; [ 7.88216561 25.11783439],0
d2,1,0.991519,0.000113,[153 127] ; [18 15],[152.97124601 127.02875399] ; [18.02875399 14.97124601],0
