Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.001219,10.461662,[10 97] ; [32 92],[19.45454545 87.54545455] ; [ 22.54545455 101.45454545],0
d4,1,0.334176,0.932648,[96 13] ; [113  10],[98.19396552 10.80603448] ; [110.80603448  12.19396552],0
b2,1,0.338667,0.915473,[35 37] ; [31 45],[32.10810811 39.89189189] ; [33.89189189 42.10810811],0
b3,1,0.338667,0.915473,[35 37] ; [31 45],[32.10810811 39.89189189] ; [33.89189189 42.10810811],0
r1,1,0.346406,0.886579,[88 21] ; [105  18],[90.67672414 18.32327586] ; [102.32327586  20.67672414],0
u1,1,0.448719,0.573884,[26 83] ; [35 89],[28.53648069 80.46351931] ; [32.46351931 91.53648069],0
u3,1,0.478243,0.502867,[17  8] ; [17  5],[18.08510638  6.91489362] ; [15.91489362  6.08510638],0
a4,1,0.493592,0.468686,[54 55] ; [67 57],[56.60515021 52.39484979] ; [64.39484979 59.60515021],0
b4,1,0.503792,0.44694,[63 46] ; [77 47],[65.49356223 43.50643777] ; [74.50643777 49.49356223],0
n4,1,0.510024,0.434018,[93 16] ; [101  22],[91.14655172 17.85344828] ; [102.85344828  20.14655172],0
b5,1,0.566624,0.328364,[61 48] ; [74 50],[63.15450644 45.84549356] ; [71.84549356 52.15450644],0
d5,1,0.573244,0.317284,[92 17] ; [107  16],[93.49568966 15.50431034] ; [105.50431034  17.49568966],0
a8,1,0.583604,0.300444,[13 91] ; [ 12 106],[11.71171171 92.28828829] ; [ 13.28828829 104.71171171],0
s1,1,0.65106,0.204566,[  4 105] ; [  6 117],[  4.69827586 104.30172414] ; [  5.30172414 117.69827586],0
p4,1,0.67379,0.177201,[91 18] ; [106  18],[92.15879828 16.84120172] ; [104.84120172  19.15879828],0
a2,1,0.728997,0.120035,[32 77] ; [39 85],[33.21459227 75.78540773] ; [37.78540773 86.21459227],0
v3,1,0.73775,0.112114,[47 54] ; [60 63],[48.24553571 52.75446429] ; [58.75446429 64.24553571],0
a6,1,0.806235,0.060165,[71 38] ; [82 41],[71.88362069 37.11637931] ; [81.11637931 41.88362069],0
p12,1,0.810035,0.057783,[16 92] ; [ 17 107],[15.36206897 92.63793103] ; [ 17.63793103 106.36206897],0
u2,1,0.829333,0.046465,[16  8] ; [14  8],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
a1,1,0.836139,0.042781,[  8 101] ; [ 10 114],[  8.42060086 100.57939914] ; [  9.57939914 114.42060086],0
a7,1,0.849742,0.03589,[77 31] ; [87 37],[76.34482759 31.65517241] ; [87.65517241 36.34482759],0
s3,1,0.863116,0.029725,[95 14] ; [109  15],[95.43347639 13.56652361] ; [108.56652361  15.43347639],0
p11,1,0.90432,0.014449,[89 20] ; [102  22],[89.35193133 19.64806867] ; [101.64806867  22.35193133],0
n5,1,0.953534,0.003395,[89 19] ; [101  22],[88.83116883 19.16883117] ; [101.16883117  21.83116883],0
s8,1,0.966084,0.001808,[75 34] ; [85 39],[74.84978541 34.15021459] ; [85.15021459 38.84978541],0
