Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.002637,9.042826,[ 4 19] ; [19 14],[ 9.44642857 13.55357143] ; [13.55357143 19.44642857],0
a5,1,0.22318,1.483809,[29 13] ; [47 12],[31.6039604 10.3960396] ; [44.3960396 14.6039604],0
d2,1,0.239872,1.381343,[17 24] ; [31 27],[19.87878788 21.12121212] ; [28.12121212 29.87878788],0
b1,1,0.299489,1.07647,[17 25] ; [18 41],[14.55445545 27.44554455] ; [20.44554455 38.55445545],0
r3,1,0.352007,0.866209,[36  5] ; [55  4],[37.31  3.69] ; [53.69  5.31],0
s6,1,0.352659,0.863866,[31  9] ; [40 18],[28.97959184 11.02040816] ; [42.02040816 15.97959184],0
p3,1,0.381042,0.767336,[18 24] ; [30 28],[20.16 21.84] ; [27.84 30.16],0
p2,1,0.382863,0.76149,[31 10] ; [48 10],[32.71717172  8.28282828] ; [46.28282828 11.71717172],0
p11,1,0.39382,0.727115,[32 10] ; [49 10],[33.68316832  8.31683168] ; [47.31683168 11.68316832],0
n1,1,0.423711,0.64,[3 3] ; [3 7],[2.25 3.75] ; [3.75 6.25],0
p6,1,0.455545,0.556818,[12 30] ; [20 36],[13.71428571 28.28571429] ; [18.28571429 37.71428571],0
p7,1,0.479462,0.500088,[24 17] ; [38 20],[25.67676768 15.32323232] ; [36.32323232 21.67676768],0
u1,1,0.482288,0.493686,[ 5 37] ; [10 49],[ 6.23762376 35.76237624] ; [ 8.76237624 50.23762376],0
a8,1,0.512636,0.428684,[ 3 35] ; [ 7 51],[ 3.95833333 34.04166667] ; [ 6.04166667 51.95833333],0
d3,1,0.539693,0.376109,[26 16] ; [40 19],[27.44554455 14.55445545] ; [38.55445545 20.44554455],0
a6,1,0.561357,0.337361,[28 14] ; [36 23],[26.61386139 15.38613861] ; [37.38613861 21.61386139],0
p5,1,0.573515,0.316836,[ 6 35] ; [11 47],[ 7.04040404 33.95959596] ; [ 9.95959596 48.04040404],0
p4,1,0.576311,0.312237,[21 20] ; [33 25],[22.36363636 18.63636364] ; [31.63636364 26.36363636],0
n3,1,0.585106,0.298052,[4 3] ; [7 3],[4.52941176 2.47058824] ; [6.47058824 3.52941176],0
p12,1,0.605728,0.266442,[ 3 38] ; [ 6 52],[ 3.72727273 37.27272727] ; [ 5.27272727 52.72727273],0
u2,1,0.618228,0.248366,[ 7 14] ; [ 7 10],[ 7.73684211 13.26315789] ; [ 6.26315789 10.73684211],0
n2,1,0.681777,0.168132,[5 2] ; [8 2],[5.35294118 1.64705882] ; [7.64705882 2.35294118],0
r1,1,0.684271,0.165358,[32  9] ; [48 11],[32.8  8.2] ; [47.2 11.8],0
n6,1,0.781678,0.076803,[37  5] ; [50  8],[36.54  5.46] ; [50.46  7.54],0
s4,1,0.803954,0.06162,[ 8 33] ; [10 47],[ 7.53061224 33.46938776] ; [10.46938776 46.53061224],0
s1,1,0.816884,0.053618,[ 1 41] ; [ 1 57],[ 0.84 41.16] ; [ 1.16 56.84],0
a7,1,0.919026,0.010335,[26 15] ; [38 21],[26.24 14.76] ; [37.76 21.24],0
p1,1,0.924249,0.009041,[ 5 35] ; [ 7 52],[ 4.84848485 35.15151515] ; [ 7.15151515 51.84848485],0
a1,1,0.94353,0.005017,[ 3 39] ; [ 4 55],[ 2.91089109 39.08910891] ; [ 4.08910891 54.91089109],0
