Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.003253,8.659705,[13  2] ; [15 21],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
p4,1,0.445504,0.582065,[7 8] ; [21 15],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
a7,1,0.445504,0.582065,[7 8] ; [21 15],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
u1,1,0.514453,0.425,[ 1 14] ; [ 1 35],[ 0.58823529 14.41176471] ; [ 1.41176471 34.58823529],0
p7,1,0.514453,0.425,[6 9] ; [18 18],[7.05882353 7.94117647] ; [16.94117647 19.05882353],0
b4,1,0.578622,0.308468,[10  5] ; [21 15],[9.11764706 5.88235294] ; [21.88235294 14.11764706],0
p1,1,0.584292,0.299348,[ 2 13] ; [ 3 33],[ 1.47058824 13.52941176] ; [ 3.52941176 32.47058824],0
b3,1,0.592177,0.286957,[4 6] ; [ 7 16],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
b2,1,0.592177,0.286957,[4 6] ; [ 7 16],[3.33333333 6.66666667] ; [ 7.66666667 15.33333333],0
p12,1,0.62673,0.236522,[ 1 14] ; [ 4 32],[ 1.47058824 13.52941176] ; [ 3.52941176 32.47058824],0
a1,1,0.62673,0.236522,[ 1 14] ; [ 4 32],[ 1.47058824 13.52941176] ; [ 3.52941176 32.47058824],0
u3,1,0.635848,0.224213,[3 3] ; [5 8],[2.52631579 3.47368421] ; [5.47368421 7.52631579],0
n2,1,0.635848,0.224213,[3 3] ; [8 5],[3.47368421 2.52631579] ; [7.52631579 5.47368421],0
a8,1,0.685446,0.164059,[ 1 12] ; [ 4 30],[ 1.38297872 11.61702128] ; [ 3.61702128 30.38297872],0
d5,1,0.691555,0.157407,[10  5] ; [26 10],[10.58823529  4.41176471] ; [25.41176471 10.58823529],0
s5,1,0.701307,0.147115,[ 3 12] ; [ 9 27],[ 3.52941176 11.47058824] ; [ 8.47058824 27.52941176],0
d3,1,0.708477,0.139803,[10  5] ; [22 14],[9.41176471 5.58823529] ; [22.58823529 13.41176471],0
s4,1,0.765512,0.088953,[ 2 13] ; [ 6 30],[ 2.35294118 12.64705882] ; [ 5.64705882 30.35294118],0
p5,1,0.765512,0.088953,[ 2 13] ; [ 6 30],[ 2.35294118 12.64705882] ; [ 5.64705882 30.35294118],0
v3,1,0.781226,0.07713,[ 4 11] ; [11 25],[ 4.41176471 10.58823529] ; [10.58823529 25.41176471],0
a3,1,0.793529,0.068503,[9 6] ; [23 13],[9.41176471 5.58823529] ; [22.58823529 13.41176471],0
s7,1,0.816099,0.054087,[4 9] ; [11 21],[4.33333333 8.66666667] ; [10.66666667 21.33333333],0
u2,1,0.829454,0.046398,[4 2] ; [8 5],[3.78947368 2.21052632] ; [8.21052632 4.78947368],0
d2,1,0.849982,0.035774,[ 5 10] ; [13 23],[5.29411765 9.70588235] ; [12.70588235 23.29411765],0
a5,1,0.884458,0.021118,[8 7] ; [20 16],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
b5,1,0.884458,0.021118,[8 7] ; [20 16],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
n5,1,0.884458,0.021118,[8 7] ; [20 16],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
p3,1,0.894736,0.017507,[ 5 10] ; [11 24],[ 4.8 10.2] ; [11.2 23.8],0
d1,1,0.912255,0.012143,[6 9] ; [15 21],[6.17647059 8.82352941] ; [14.82352941 21.17647059],0
v1,1,0.940968,0.005484,[6 9] ; [14 22],[5.88235294 9.11764706] ; [14.11764706 21.88235294],0
r1,1,0.940968,0.005484,[6 9] ; [14 22],[5.88235294 9.11764706] ; [14.11764706 21.88235294],0
