Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,108.15982,[ 79 270] ; [121  53],[133.46080306 215.53919694] ; [ 66.53919694 107.46080306],1
a3,1,0.000938,10.945818,[218 144] ; [135  46],[235.33333333 126.66666667] ; [117.66666667  63.33333333],1
r1,1,0.001134,10.594595,[248 115] ; [146  33],[263.87822878  99.12177122] ; [130.12177122  48.87822878],0
d1,1,0.001182,10.518358,[166 199] ; [109  72],[183.83699634 181.16300366] ; [91.16300366 89.83699634],0
r3,1,0.001349,10.274899,[316  45] ; [174   7],[326.36531365  34.63468635] ; [163.63468635  17.36531365],0
u3,1,0.001801,9.741743,[69 76] ; [34 12],[78.19371728 66.80628272] ; [24.80628272 21.19371728],0
r2,1,0.002699,9.000725,[313  46] ; [169   8],[322.83208955  36.16791045] ; [159.16791045  17.83208955],0
p12,1,0.004477,8.07945,[  6 358] ; [ 11 167],[ 11.41697417 352.58302583] ; [  5.58302583 172.41697417],0
v1,1,0.005556,7.688825,[133 228] ; [86 88],[147.77383178 213.22616822] ; [ 71.22616822 102.77383178],0
a2,1,0.006409,7.431498,[ 59 306] ; [ 47 134],[ 70.86080586 294.13919414] ; [ 35.13919414 145.86080586],0
n6,1,0.013263,6.13363,[268  95] ; [150  30],[279.43646409  83.56353591] ; [138.56353591  41.43646409],0
p2,1,0.019432,5.462203,[274  91] ; [151  29],[284.63302752  80.36697248] ; [140.36697248  39.63302752],0
u2,1,0.022068,5.240398,[66 78] ; [30 16],[72.75789474 71.24210526] ; [23.24210526 22.75789474],0
n5,1,0.023673,5.118464,[229 132] ; [131  48],[240.66666667 120.33333333] ; [119.33333333  59.66666667],0
p11,1,0.024626,5.049978,[253 112] ; [142  39],[264.05677656 100.94322344] ; [130.94322344  50.05677656],0
s4,1,0.031648,4.617475,[ 64 296] ; [ 46 133],[ 73.46938776 286.53061224] ; [ 36.53061224 142.46938776],0
d5,1,0.050246,3.833232,[268  96] ; [147  34],[277.17431193  86.82568807] ; [137.82568807  43.17431193],0
n4,1,0.051823,3.781461,[239 126] ; [132  47],[248.92463235 116.07536765] ; [122.07536765  56.92463235],0
a8,1,0.055329,3.672134,[ 36 304] ; [ 28 141],[ 42.75049116 297.24950884] ; [ 21.24950884 147.75049116],0
b2,1,0.089106,2.890453,[ 58 138] ; [47 74],[ 64.92113565 131.07886435] ; [40.07886435 80.92113565],0
b3,1,0.089106,2.890453,[ 58 138] ; [47 74],[ 64.92113565 131.07886435] ; [40.07886435 80.92113565],0
a1,1,0.101793,2.677222,[ 16 349] ; [  3 178],[ 12.7014652 352.2985348] ; [  6.2985348 174.7014652],0
a4,1,0.175071,1.838978,[142 220] ; [82 99],[149.33333333 212.66666667] ; [ 74.66666667 106.33333333],0
v2,1,0.189739,1.71964,[132 220] ; [76 99],[138.92979127 213.07020873] ; [ 69.07020873 105.92979127],0
b5,1,0.324817,0.969453,[218 147] ; [116  65],[223.27838828 141.72161172] ; [110.72161172  70.27838828],0
s1,1,0.391967,0.732832,[ 13 348] ; [  4 175],[ 11.36481481 349.63518519] ; [  5.63518519 173.36481481],0
n1,1,0.393707,0.727463,[40 73] ; [18 24],[42.28387097 70.71612903] ; [15.71612903 26.28387097],0
d4,1,0.447167,0.577823,[277  87] ; [143  38],[280.51376147  83.48623853] ; [139.48623853  41.51376147],0
n3,1,0.563527,0.333633,[74 36] ; [31 12],[75.49019608 34.50980392] ; [29.50980392 13.49019608],0
b4,1,0.596485,0.280329,[201 164] ; [104  77],[203.89194139 161.10805861] ; [101.10805861  79.89194139],0
p1,1,0.67371,0.177293,[ 19 344] ; [ 11 169],[ 20.05524862 342.94475138] ; [  9.94475138 170.05524862],0
a7,1,0.675822,0.174867,[249 115] ; [127  54],[251.1266055 112.8733945] ; [124.8733945  56.1266055],0
u4,1,0.74377,0.106841,[  3 362] ; [  2 179],[  3.34249084 361.65750916] ; [  1.65750916 179.34249084],0
n2,1,0.764971,0.089377,[78 34] ; [31 12],[78.76129032 33.23870968] ; [30.23870968 12.76129032],0
a6,1,0.852181,0.034721,[235 130] ; [118  63],[235.97985348 129.02014652] ; [117.02014652  63.97985348],0
d3,1,0.918213,0.010544,[229 134] ; [115  66],[229.54411765 133.45588235] ; [114.45588235  66.54411765],0
b1,1,0.939331,0.005793,[150 215] ; [ 75 106],[150.41208791 214.58791209] ; [ 74.58791209 106.41208791],0
