Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,7e-06,20.243216,[94  2] ; [27 10],[87.33834586  8.66165414] ; [33.66165414  3.33834586],1
v2,1,0.737161,0.112638,[78 19] ; [28  8],[77.30827068 19.69172932] ; [28.69172932  7.30827068],0
n3,1,0.757354,0.095455,[7 4] ; [7 3],[7.33333333 3.66666667] ; [6.66666667 3.33333333],0
a4,1,0.764203,0.08998,[47 50] ; [19 18],[47.7761194 49.2238806] ; [18.2238806 18.7761194],0
b2,1,0.812958,0.055985,[30 32] ; [10 12],[29.52380952 32.47619048] ; [10.47619048 11.52380952],0
b3,1,0.812958,0.055985,[30 32] ; [10 12],[29.52380952 32.47619048] ; [10.47619048 11.52380952],0
d3,1,0.882567,0.02182,[72 25] ; [27 10],[71.6641791 25.3358209] ; [27.3358209  9.6641791],0
v4,1,0.898325,0.016327,[93  3] ; [36  1],[93.11278195  2.88721805] ; [35.88721805  1.11278195],0
a6,1,0.921178,0.009791,[64 32] ; [25 12],[64.2406015 31.7593985] ; [24.7593985 12.2406015],0
s6,1,0.924981,0.008866,[69 24] ; [27  9],[69.20930233 23.79069767] ; [26.79069767  9.20930233],0
a1,1,0.930754,0.007551,[11 86] ; [ 4 33],[10.85820896 86.14179104] ; [ 4.14179104 32.85820896],0
d5,1,0.950043,0.003925,[80 16] ; [31  6],[80.12030075 15.87969925] ; [30.87969925  6.12030075],0
d2,1,0.963093,0.002141,[52 45] ; [20 17],[52.11940299 44.88059701] ; [19.88059701 17.11940299],0
