Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3e-05,17.44066,[16  8] ; [16 60],[ 7.68 16.32] ; [24.32 51.68],1
b3,1,0.414882,0.664767,[ 5 13] ; [20 32],[ 6.42857143 11.57142857] ; [18.57142857 33.42857143],0
b5,1,0.483423,0.491133,[17  8] ; [50 33],[15.50925926  9.49074074] ; [51.49074074 31.50925926],0
n3,1,0.487857,0.48125,[3 2] ; [21  7],[3.63636364 1.36363636] ; [20.36363636  7.63636364],0
a6,1,0.526726,0.400705,[17  7] ; [53 30],[15.70093458  8.29906542] ; [54.29906542 28.70093458],0
s3,1,0.539196,0.377033,[14 10] ; [42 40],[12.67924528 11.32075472] ; [43.32075472 38.67924528],0
n4,1,0.591199,0.288475,[18  7] ; [55 28],[16.89814815  8.10185185] ; [56.10185185 26.89814815],0
d3,1,0.607692,0.263549,[15  9] ; [47 36],[13.90654206 10.09345794] ; [48.09345794 34.90654206],0
d4,1,0.614497,0.253678,[17  7] ; [63 20],[17.94392523  6.05607477] ; [62.05607477 20.94392523],0
p11,1,0.630477,0.231414,[19  6] ; [59 24],[18.05555556  6.94444444] ; [59.94444444 23.05555556],0
a7,1,0.668987,0.182789,[18  7] ; [56 27],[17.12962963  7.87037037] ; [56.87037037 26.12962963],0
n2,1,0.717411,0.130987,[4 1] ; [25  4],[4.26470588 0.73529412] ; [24.73529412  4.26470588],0
b1,1,0.764911,0.089424,[10 15] ; [36 47],[10.64814815 14.35185185] ; [35.35185185 47.64814815],0
n1,1,0.7903,0.070714,[2 3] ; [13 15],[2.27272727 2.72727273] ; [12.72727273 15.27272727],0
r3,1,0.804304,0.061396,[23  2] ; [75  8],[22.68518519  2.31481481] ; [75.31481481  7.68518519],0
d5,1,0.840174,0.040671,[17  7] ; [57 26],[16.59813084  7.40186916] ; [57.40186916 25.59813084],0
u1,1,0.849088,0.036207,[ 4 21] ; [12 71],[ 3.7037037 21.2962963] ; [12.2962963 70.7037037],0
a3,1,0.871841,0.026024,[17  8] ; [55 28],[16.66666667  8.33333333] ; [55.33333333 27.66666667],0
a1,1,0.897313,0.016655,[ 2 23] ; [ 6 77],[ 1.85185185 23.14814815] ; [ 6.14814815 76.85185185],0
n5,1,0.9026,0.014976,[18  7] ; [58 24],[17.75700935  7.24299065] ; [58.24299065 23.75700935],0
r1,1,0.929303,0.007872,[18  7] ; [59 24],[17.82407407  7.17592593] ; [59.17592593 23.82407407],0
a4,1,0.955828,0.003068,[11 14] ; [36 47],[10.87962963 14.12037037] ; [36.12037037 46.87962963],0
