Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,21.834311,[ 16 103] ; [20 21],[26.775 92.225] ; [ 9.225 31.775],1
u1,1,0.291409,1.1131,[ 20 101] ; [ 4 37],[ 17.92592593 103.07407407] ; [ 6.07407407 34.92592593],0
n2,1,0.307009,1.043501,[35 13] ; [8 1],[36.21052632 11.78947368] ; [6.78947368 2.21052632],0
a2,1,0.340799,0.907424,[26 95] ; [ 6 35],[23.90123457 97.09876543] ; [ 8.09876543 32.90123457],0
n1,1,0.360932,0.834646,[18 28] ; [5 4],[19.23636364 26.76363636] ; [3.76363636 5.23636364],0
d5,1,0.367115,0.813406,[87 33] ; [26 14],[84.75 35.25] ; [28.25 11.75],0
p1,1,0.3824,0.762972,[  7 114] ; [ 4 37],[  8.21604938 112.78395062] ; [ 2.78395062 38.21604938],0
r3,1,0.406222,0.689831,[109  12] ; [35  6],[107.55555556  13.44444444] ; [36.44444444  4.55555556],0
b3,1,0.407553,0.685927,[30 48] ; [ 7 17],[28.29411765 49.70588235] ; [ 8.70588235 15.29411765],0
b2,1,0.407553,0.685927,[30 48] ; [ 7 17],[28.29411765 49.70588235] ; [ 8.70588235 15.29411765],0
a5,1,0.409032,0.681612,[77 44] ; [29 12],[79.17283951 41.82716049] ; [26.82716049 14.17283951],0
n3,1,0.438578,0.6,[31 14] ; [5 4],[30. 15.] ; [6. 3.],0
s8,1,0.450701,0.568889,[47 73] ; [13 27],[45. 75.] ; [15. 25.],0
s1,1,0.459848,0.546265,[ 10 109] ; [ 2 39],[  8.925 110.075] ; [ 3.075 37.925],0
u3,1,0.471517,0.518419,[27 13] ; [11  8],[25.76271186 14.23728814] ; [12.23728814  6.76271186],0
s6,1,0.551931,0.35387,[68 51] ; [25 15],[69.60377358 49.39622642] ; [23.39622642 16.60377358],0
a8,1,0.562074,0.336127,[  9 107] ; [ 4 33],[  9.85620915 106.14379085] ; [ 3.14379085 33.85620915],0
a6,1,0.574023,0.315997,[72 48] ; [26 14],[73.5 46.5] ; [24.5 15.5],0
n5,1,0.632015,0.229338,[77 43] ; [28 13],[78.26086957 41.73913043] ; [26.73913043 14.26086957],0
r1,1,0.647499,0.209068,[90 31] ; [29 12],[88.88271605 32.11728395] ; [30.11728395 10.88271605],0
a7,1,0.657401,0.196697,[75 46] ; [27 14],[76.18518519 44.81481481] ; [25.81481481 15.18518519],0
d3,1,0.711884,0.136402,[70 50] ; [22 18],[69. 51.] ; [23. 17.],0
v1,1,0.718118,0.130303,[48 70] ; [18 23],[48.98113208 69.01886792] ; [17.01886792 23.98113208],0
s7,1,0.773132,0.083106,[45 69] ; [14 24],[44.25 69.75] ; [14.75 23.25],0
u4,1,0.781522,0.076915,[  4 117] ; [ 1 40],[  3.7345679 117.2654321] ; [ 1.2654321 39.7345679],0
r2,1,0.846903,0.037276,[113   8] ; [37  3],[112.73291925   8.26708075] ; [37.26708075  2.73291925],0
v3,1,0.897405,0.016626,[39 71] ; [15 26],[39.33774834 70.66225166] ; [14.66225166 26.33774834],0
r4,1,0.926155,0.00859,[104  17] ; [35  6],[103.82098765  17.17901235] ; [35.17901235  5.82098765],0
s2,1,0.926985,0.008398,[55 65] ; [18 22],[54.75 65.25] ; [18.25 21.75],0
d1,1,0.928888,0.007965,[61 60] ; [21 20],[61.24691358 59.75308642] ; [20.75308642 20.24691358],0
n6,1,0.979085,0.000687,[91 30] ; [30 10],[90.9378882 30.0621118] ; [30.0621118  9.9378882],0
n4,1,0.979657,0.00065,[77 44] ; [26 15],[76.93209877 44.06790123] ; [26.06790123 14.93209877],0
b4,1,0.991031,0.000126,[68 53] ; [23 18],[67.9691358 53.0308642] ; [23.0308642 17.9691358],0
