Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,1e-06,24.140983,[74 50] ; [ 50 113],[53.57491289 70.42508711] ; [70.42508711 92.57491289],1
n5,1,0.280186,1.166187,[86 41] ; [122  44],[90.15699659 36.84300341] ; [117.84300341  48.15699659],0
p3,1,0.285883,1.138907,[67 61] ; [76 89],[62.47098976 65.52901024] ; [80.52901024 84.47098976],0
a2,1,0.313873,1.014307,[46 83] ; [ 50 116],[41.97966102 87.02033898] ; [ 54.02033898 111.97966102],0
p5,1,0.318853,0.993647,[  9 120] ; [ 17 148],[ 11.40816327 117.59183673] ; [ 14.59183673 150.40816327],0
p7,1,0.338246,0.917068,[78 49] ; [91 72],[74.01034483 52.98965517] ; [94.98965517 68.01034483],0
u2,1,0.349156,0.876522,[11 12] ; [24 16],[12.77777778 10.22222222] ; [22.22222222 17.77777778],0
s7,1,0.389895,0.739271,[61 64] ; [69 89],[57.4204947 67.5795053] ; [72.5795053 85.4204947],0
p4,1,0.399136,0.710928,[81 47] ; [97 69],[77.49659864 50.50340136] ; [100.50340136  65.49659864],0
d5,1,0.413241,0.669457,[127   2] ; [161   5],[125.93898305   3.06101695] ; [162.06101695   3.93898305],0
p8,1,0.420454,0.649046,[59 68] ; [85 81],[62.41638225 64.58361775] ; [81.58361775 84.41638225],0
d2,1,0.434892,0.609722,[96 33] ; [116  49],[93.02040816 35.97959184] ; [118.97959184  46.02040816],0
b3,1,0.475453,0.509275,[30 52] ; [43 60],[32.35675676 49.64324324] ; [40.64324324 62.35675676],0
b2,1,0.475453,0.509275,[30 52] ; [43 60],[32.35675676 49.64324324] ; [40.64324324 62.35675676],0
s8,1,0.507131,0.439981,[51 78] ; [72 94],[53.78644068 75.21355932] ; [69.21355932 96.78644068],0
s5,1,0.51341,0.427111,[45 75] ; [ 55 108],[42.40282686 77.59717314] ; [ 57.59717314 105.40282686],0
a7,1,0.522958,0.408055,[99 30] ; [122  44],[96.64067797 32.35932203] ; [124.35932203  41.64067797],0
s4,1,0.537483,0.380224,[ 23 105] ; [ 34 129],[ 25.07216495 102.92783505] ; [ 31.92783505 131.07216495],0
d3,1,0.538427,0.378462,[112  17] ; [148  18],[113.69491525  15.30508475] ; [146.30508475  19.69491525],0
u3,1,0.593803,0.284444,[14 10] ; [26 14],[15.  9.] ; [25. 15.],0
a4,1,0.608102,0.262948,[75 54] ; [91 74],[72.83673469 56.16326531] ; [93.16326531 71.83673469],0
p12,1,0.62547,0.238254,[  7 121] ; [  7 158],[  6.11604096 121.88395904] ; [  7.88395904 157.11604096],0
p10,1,0.65425,0.200584,[100  28] ; [126  40],[98.39455782 29.60544218] ; [127.60544218  38.39455782],0
r2,1,0.665962,0.186362,[121   6] ; [156   6],[121.7266436   5.2733564] ; [155.2733564   6.7266436],0
n6,1,0.690939,0.15807,[107  21] ; [135  30],[105.72013652  22.27986348] ; [136.27986348  28.72013652],0
p2,1,0.698884,0.149636,[104  25] ; [130  35],[102.67346939  26.32653061] ; [131.32653061  33.67346939],0
s3,1,0.718867,0.129581,[68 61] ; [91 75],[69.52881356 59.47118644] ; [89.47118644 76.52881356],0
n4,1,0.802174,0.062768,[98 30] ; [125  41],[97.08843537 30.91156463] ; [125.91156463  40.08843537],0
r4,1,0.828863,0.046725,[113  16] ; [144  22],[112.38305085  16.61694915] ; [144.61694915  21.38305085],0
b4,1,0.840785,0.040356,[77 52] ; [101  65],[77.83728814 51.16271186] ; [100.16271186  65.83728814],0
b1,1,0.840785,0.040356,[52 77] ; [ 65 101],[51.16271186 77.83728814] ; [ 65.83728814 100.16271186],0
u4,1,0.865382,0.02874,[  2 127] ; [  3 163],[  2.18644068 126.81355932] ; [  2.81355932 163.18644068],0
p6,1,0.876888,0.023999,[50 76] ; [ 64 101],[49.36082474 76.63917526] ; [ 64.63917526 100.36082474],0
v4,1,0.979874,0.000636,[119  10] ; [153  13],[118.94237288  10.05762712] ; [153.05762712  12.94237288],0
