Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,1.2e-05,19.166925,[66  7] ; [25 20],[56.29661017 16.70338983] ; [34.70338983 10.29661017],1
a5,1,0.260746,1.264794,[45 28] ; [23 22],[42.06779661 30.93220339] ; [25.93220339 19.06779661],0
s3,1,0.270401,1.214713,[32 40] ; [15 29],[29.17241379 42.82758621] ; [17.82758621 26.17241379],0
n1,1,0.283802,1.148794,[ 6 16] ; [ 9 12],[ 7.6744186 14.3255814] ; [ 7.3255814 13.6744186],0
p1,1,0.419435,0.651897,[ 5 68] ; [ 5 40],[ 6.18644068 66.81355932] ; [ 3.81355932 41.18644068],0
a2,1,0.423459,0.640697,[12 61] ; [ 5 40],[10.51694915 62.48305085] ; [ 6.48305085 38.51694915],0
v3,1,0.44125,0.593029,[18 49] ; [ 9 35],[16.2972973 50.7027027] ; [10.7027027 33.2972973],0
s2,1,0.503155,0.448276,[20 52] ; [10 35],[18.46153846 53.53846154] ; [11.53846154 33.46153846],0
n4,1,0.509955,0.43416,[37 36] ; [20 25],[35.26271186 37.73728814] ; [21.73728814 23.26271186],0
a3,1,0.606029,0.265998,[45 28] ; [25 19],[43.67521368 29.32478632] ; [26.32478632 17.67521368],0
d2,1,0.676915,0.173619,[28 45] ; [19 26],[29.07627119 43.92372881] ; [17.92372881 27.07627119],0
a8,1,0.707024,0.141268,[ 6 61] ; [ 5 40],[ 6.58035714 60.41964286] ; [ 4.41964286 40.58035714],0
b1,1,0.849679,0.035921,[37 36] ; [22 23],[36.5 36.5] ; [22.5 22.5],0
p12,1,0.85326,0.034211,[ 2 70] ; [ 1 44],[ 1.84615385 70.15384615] ; [ 1.15384615 43.84615385],0
n5,1,0.864455,0.029141,[32 41] ; [20 24],[32.44444444 40.55555556] ; [19.55555556 24.44444444],0
u2,1,0.882704,0.021769,[16 12] ; [11  9],[15.75 12.25] ; [11.25  8.75],0
u3,1,0.900073,0.015768,[14 13] ; [10 10],[13.78723404 13.21276596] ; [10.21276596  9.78723404],0
a4,1,0.994647,4.5e-05,[26 47] ; [16 29],[25.98305085 47.01694915] ; [16.01694915 28.98305085],0
