Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000735,11.399756,[23 73] ; [11  6],[28.88495575 67.11504425] ; [ 5.11504425 11.88495575],1
p8,1,0.459941,0.546037,[25 71] ; [ 3 14],[23.78761062 72.21238938] ; [ 4.21238938 12.78761062],0
a3,1,0.460796,0.543961,[55 42] ; [8 9],[53.60526316 43.39473684] ; [9.39473684 7.60526316],0
p10,1,0.50559,0.443184,[42 53] ; [9 8],[43.25892857 51.74107143] ; [7.74107143 9.25892857],0
d4,1,0.50955,0.434991,[61 37] ; [12  5],[62.20869565 35.79130435] ; [10.79130435  6.20869565],0
n4,1,0.543359,0.36935,[56 41] ; [9 9],[54.82608696 42.17391304] ; [10.17391304  7.82608696],0
v2,1,0.584895,0.298387,[30 63] ; [ 7 11],[31. 62.] ; [ 6. 12.],0
p9,1,0.606858,0.264775,[46 48] ; [10  8],[47. 47.] ; [9. 9.],0
a6,1,0.60804,0.263039,[48 50] ; [10  8],[49. 49.] ; [9. 9.],0
p4,1,0.654789,0.199916,[27 69] ; [ 6 12],[27.78947368 68.21052632] ; [ 5.21052632 12.78947368],0
p6,1,0.6562,0.198172,[12 82] ; [ 3 15],[12.58928571 81.41071429] ; [ 2.41071429 15.58928571],0
v4,1,0.691699,0.157253,[57 40] ; [8 7],[56.29464286 40.70535714] ; [8.70535714 6.29464286],0
d3,1,0.694388,0.154376,[49 48] ; [10  8],[49.76521739 47.23478261] ; [9.23478261 8.76521739],0
n6,1,0.695148,0.153568,[51 44] ; [10  7],[51.74107143 43.25892857] ; [9.25892857 7.74107143],0
a7,1,0.792604,0.069133,[48 49] ; [9 8],[48.5 48.5] ; [8.5 8.5],0
u1,1,0.807017,0.059671,[ 7 91] ; [ 1 17],[ 6.75862069 91.24137931] ; [ 1.24137931 16.75862069],0
a8,1,0.895467,0.017263,[ 5 87] ; [ 1 15],[ 5.11111111 86.88888889] ; [ 0.88888889 15.11111111],0
p7,1,0.92028,0.010016,[32 62] ; [ 6 11],[32.18018018 61.81981982] ; [ 5.81981982 11.18018018],0
a5,1,1.0,0.0,[49 49] ; [9 9],[49. 49.] ; [9. 9.],0
