Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,59.535881,[96 15] ; [ 4 25],[79.28571429 31.71428571] ; [20.71428571  8.28571429],1
s5,1,0.105111,2.626238,[26 78] ; [ 3 25],[22.84848485 81.15151515] ; [ 6.15151515 21.84848485],0
p5,1,0.112963,2.512275,[16 97] ; [ 1 28],[13.52816901 99.47183099] ; [ 3.47183099 25.52816901],0
p6,1,0.141179,2.165056,[39 69] ; [ 6 22],[35.73529412 72.26470588] ; [ 9.26470588 18.73529412],0
b5,1,0.161434,1.960743,[75 39] ; [15 14],[71.74825175 42.25174825] ; [18.25174825 10.74825175],0
v3,1,0.178048,1.813839,[42 70] ; [ 7 22],[38.92198582 73.07801418] ; [10.07801418 18.92198582],0
v2,1,0.187401,1.737932,[53 57] ; [10 19],[49.85611511 60.14388489] ; [13.14388489 15.85611511],0
n5,1,0.193218,1.692905,[97 16] ; [22  7],[94.6971831 18.3028169] ; [24.3028169  4.6971831],0
r2,1,0.194342,1.684391,[89 19] ; [20  8],[86.55882353 21.44117647] ; [22.44117647  5.55882353],0
u1,1,0.212498,1.554325,[  5 109] ; [ 3 26],[  6.37762238 107.62237762] ; [ 1.62237762 27.37762238],0
d1,1,0.244816,1.352644,[53 61] ; [10 19],[50.22377622 63.77622378] ; [12.77622378 16.22377622],0
a7,1,0.268862,1.222546,[68 46] ; [14 15],[65.37062937 48.62937063] ; [16.62937063 12.37062937],0
u2,1,0.318071,0.996863,[19 18] ; [5 9],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
n1,1,0.38037,0.769504,[14 15] ; [4 8],[12.73170732 16.26829268] ; [5.26829268 6.73170732],0
b1,1,0.389958,0.739074,[45 69] ; [14 15],[47.03496503 66.96503497] ; [11.96503497 17.03496503],0
s1,1,0.391723,0.733586,[  4 110] ; [ 2 26],[  4.81690141 109.18309859] ; [ 1.18309859 26.81690141],0
d2,1,0.417459,0.657457,[43 70] ; [13 15],[44.87943262 68.12056738] ; [11.12056738 16.87943262],0
b2,1,0.447263,0.577579,[24 47] ; [ 9 12],[25.4673913 45.5326087] ; [ 7.5326087 13.4673913],0
b3,1,0.447263,0.577579,[24 47] ; [ 9 12],[25.4673913 45.5326087] ; [ 7.5326087 13.4673913],0
p12,1,0.46821,0.526198,[  8 104] ; [ 1 28],[  7.14893617 104.85106383] ; [ 1.85106383 27.14893617],0
p1,1,0.479432,0.500155,[ 13 101] ; [ 2 27],[ 11.95804196 102.04195804] ; [ 3.04195804 25.95804196],0
a4,1,0.526978,0.400216,[44 70] ; [ 9 19],[42.54929577 71.45070423] ; [10.45070423 17.54929577],0
b4,1,0.600081,0.274873,[69 45] ; [16 13],[67.76223776 46.23776224] ; [17.23776224 11.76223776],0
a2,1,0.683447,0.166271,[15 99] ; [ 3 26],[14.34965035 99.65034965] ; [ 3.65034965 25.34965035],0
a6,1,0.683501,0.166211,[66 48] ; [18 11],[66.96503497 47.03496503] ; [17.03496503 11.96503497],0
s4,1,0.756267,0.09634,[17 97] ; [ 5 24],[17.53846154 96.46153846] ; [ 4.46153846 24.53846154],0
a1,1,0.792494,0.069208,[ 10 104] ; [ 3 26],[ 10.36363636 103.63636364] ; [ 2.63636364 26.36363636],0
d3,1,0.806594,0.059938,[60 54] ; [16 13],[60.58741259 53.41258741] ; [15.41258741 13.58741259],0
