Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.6e-05,17.077002,[180  35] ; [18 16],[170.96385542  44.03614458] ; [27.03614458  6.96385542],1
a4,1,0.141245,2.164339,[ 86 131] ; [ 9 25],[ 82.1314741 134.8685259] ; [12.8685259 21.1314741],0
a5,1,0.153361,2.038502,[154  63] ; [20 14],[150.43027888  66.56972112] ; [23.56972112 10.43027888],0
b5,1,0.154741,2.024877,[112 105] ; [22 12],[115.84860558 101.15139442] ; [18.15139442 15.84860558],0
r2,1,0.172931,1.857353,[198  17] ; [28  5],[195.92741935  19.07258065] ; [30.07258065  2.92741935],0
d4,1,0.205122,1.605526,[166  50] ; [22 11],[163.08433735  52.91566265] ; [24.91566265  8.08433735],0
p6,1,0.250828,1.318685,[ 92 123] ; [11 23],[ 88.93574297 126.06425703] ; [14.06425703 19.93574297],0
a7,1,0.259602,1.270879,[154  62] ; [21 13],[151.2  64.8] ; [23.8 10.2],0
a8,1,0.278236,1.175688,[ 27 173] ; [ 7 27],[ 29.05982906 170.94017094] ; [ 4.94017094 29.05982906],0
s3,1,0.28075,1.163457,[128  86] ; [17 17],[125.12096774  88.87903226] ; [19.87903226 14.12096774],0
u2,1,0.372134,0.796527,[43 29] ; [5 6],[41.63855422 30.36144578] ; [6.36144578 4.63855422],0
s4,1,0.393364,0.728517,[ 45 169] ; [ 5 29],[ 43.14516129 170.85483871] ; [ 6.85483871 27.14516129],0
n1,1,0.399948,0.708483,[13 42] ; [3 5],[13.96825397 41.03174603] ; [2.03174603 5.96825397],0
n3,1,0.431401,0.619048,[44 12] ; [6 3],[43.07692308 12.92307692] ; [6.92307692 2.07692308],0
b3,1,0.497093,0.461136,[37 87] ; [ 5 17],[35.67123288 88.32876712] ; [ 6.32876712 15.67123288],0
b2,1,0.497093,0.461136,[37 87] ; [ 5 17],[35.67123288 88.32876712] ; [ 6.32876712 15.67123288],0
d1,1,0.552422,0.352995,[114 103] ; [16 18],[112.39043825 104.60956175] ; [17.60956175 16.39043825],0
b4,1,0.586445,0.29593,[113 104] ; [16 18],[111.52589641 105.47410359] ; [17.47410359 16.52589641],0
u3,1,0.592875,0.285876,[36 36] ; [5 7],[35.14285714 36.85714286] ; [5.85714286 6.14285714],0
d2,1,0.600984,0.273514,[ 96 121] ; [13 20],[ 94.612 122.388] ; [14.388 18.612],0
d5,1,0.603767,0.269352,[166  50] ; [24  9],[164.81927711  51.18072289] ; [25.18072289  7.81927711],0
n2,1,0.618452,0.24805,[39 17] ; [7 2],[39.63076923 16.36923077] ; [6.36923077 2.63076923],0
a6,1,0.678716,0.171575,[146  71] ; [21 12],[144.956  72.044] ; [22.044 10.956],0
n5,1,0.690129,0.158946,[141  75] ; [21 13],[139.968  76.032] ; [22.032 11.968],0
v3,1,0.691625,0.157331,[ 61 154] ; [ 8 24],[ 60.06072874 154.93927126] ; [ 8.93927126 23.06072874],0
p5,1,0.791455,0.069919,[ 23 194] ; [ 3 30],[ 22.568 194.432] ; [ 3.432 29.568],0
p1,1,0.819131,0.052287,[ 15 201] ; [ 2 32],[ 14.688 201.312] ; [ 2.312 31.688],0
a3,1,0.891618,0.018566,[143  74] ; [22 12],[142.64940239  74.35059761] ; [22.35059761 11.64940239],0
p12,1,0.938595,0.005935,[ 12 204] ; [ 2 32],[ 12.096 203.904] ; [ 1.904 32.096],0
p3,1,0.964785,0.001949,[114 103] ; [18 16],[114.11952191 102.88047809] ; [17.88047809 16.11952191],0
