Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9.6e-05,15.21794,[28 36] ; [ 9 59],[17.93939394 46.06060606] ; [19.06060606 48.93939394],1
p3,1,0.440984,0.59372,[26 38] ; [25 48],[23.82481752 40.17518248] ; [27.17518248 45.82481752],0
p9,1,0.441104,0.593408,[46 18] ; [48 25],[43.91240876 20.08759124] ; [50.08759124 22.91240876],0
p6,1,0.452497,0.564389,[17 44] ; [16 56],[15.13533835 45.86466165] ; [17.86466165 54.13533835],0
b5,1,0.453395,0.56215,[39 28] ; [47 26],[41.15714286 25.84285714] ; [44.84285714 28.15714286],0
a1,1,0.466649,0.5299,[ 2 65] ; [ 4 69],[ 2.87142857 64.12857143] ; [ 3.12857143 69.87142857],0
s2,1,0.481844,0.494688,[30 37] ; [28 44],[27.95683453 39.04316547] ; [30.04316547 41.95683453],0
n4,1,0.493934,0.467946,[36 31] ; [35 38],[33.97857143 33.02142857] ; [37.02142857 35.97857143],0
b4,1,0.529255,0.395821,[35 32] ; [42 31],[36.85 30.15] ; [40.15 32.85],0
d4,1,0.546778,0.363121,[54 13] ; [55 17],[52.53956835 14.46043165] ; [56.46043165 15.53956835],0
r2,1,0.630885,0.230863,[58  8] ; [66  7],[58.87769784  7.12230216] ; [65.12230216  7.87769784],0
p1,1,0.647987,0.208448,[ 5 62] ; [ 4 68],[ 4.3381295 62.6618705] ; [ 4.6618705 67.3381295],0
s6,1,0.649002,0.207161,[36 30] ; [37 36],[34.6618705 31.3381295] ; [38.3381295 34.6618705],0
n2,1,0.655421,0.199134,[16  6] ; [16  8],[15.30434783  6.69565217] ; [16.69565217  7.30434783],0
p2,1,0.710275,0.138003,[49 16] ; [53 20],[48.04347826 16.95652174] ; [53.95652174 19.04347826],0
a7,1,0.714849,0.133482,[46 21] ; [48 25],[44.98571429 22.01428571] ; [49.01428571 23.98571429],0
d2,1,0.720127,0.128371,[25 42] ; [29 43],[26.02877698 40.97122302] ; [27.97122302 44.02877698],0
s8,1,0.722545,0.126067,[23 44] ; [23 50],[22.01428571 44.98571429] ; [23.98571429 49.01428571],0
a8,1,0.785986,0.073727,[ 5 54] ; [ 7 64],[ 5.44615385 53.55384615] ; [ 6.55384615 64.44615385],0
a6,1,0.802157,0.062778,[46 21] ; [48 24],[45.30935252 21.69064748] ; [48.69064748 23.30935252],0
u3,1,0.808134,0.058968,[12  4] ; [25  7],[12.33333333  3.66666667] ; [24.66666667  7.33333333],0
u1,1,0.8765,0.024152,[ 6 61] ; [ 6 67],[ 5.74285714 61.25714286] ; [ 6.25714286 66.74285714],0
r4,1,0.882929,0.021685,[53 14] ; [57 16],[52.64285714 14.35714286] ; [57.35714286 15.64285714],0
n1,1,0.907548,0.013487,[ 7 13] ; [ 8 16],[ 6.81818182 13.18181818] ; [ 8.18181818 15.81818182],0
s5,1,0.930294,0.007652,[14 49] ; [16 54],[14.21052632 48.78947368] ; [15.78947368 54.21052632],0
b1,1,0.982629,0.000474,[35 32] ; [38 35],[34.93571429 32.06428571] ; [38.06428571 34.93571429],0
