Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,56.00648,[ 5 28] ; [63  7],[21.78640777 11.21359223] ; [46.21359223 23.78640777],1
s8,1,0.322252,0.979786,[ 6 27] ; [19 51],[ 8.00970874 24.99029126] ; [16.99029126 53.00970874],0
a7,1,0.385682,0.752513,[23 10] ; [42 27],[21.02941176 11.97058824] ; [43.97058824 25.02941176],0
p3,1,0.393546,0.727958,[14 19] ; [36 34],[16.01941748 16.98058252] ; [33.98058252 36.01941748],0
p12,1,0.416767,0.659413,[ 4 29] ; [ 5 64],[ 2.91176471 30.08823529] ; [ 6.08823529 62.91176471],0
d4,1,0.416767,0.659413,[29  4] ; [64  5],[30.08823529  2.91176471] ; [62.91176471  6.08823529],0
v4,1,0.442434,0.589963,[30  1] ; [65  5],[29.15841584  1.84158416] ; [65.84158416  4.15841584],0
u2,1,0.545757,0.364973,[ 7 10] ; [ 7 15],[ 6.1025641 10.8974359] ; [ 7.8974359 14.1025641],0
s1,1,0.590043,0.290277,[ 1 32] ; [ 1 68],[ 0.64705882 32.35294118] ; [ 1.35294118 67.64705882],0
s4,1,0.602824,0.270758,[ 5 28] ; [13 54],[ 5.94 27.06] ; [12.06 54.94],0
u1,1,0.629525,0.232706,[ 4 29] ; [11 59],[ 4.80582524 28.19417476] ; [10.19417476 59.80582524],0
v3,1,0.669791,0.181847,[ 9 23] ; [22 46],[ 9.92 22.08] ; [21.08 46.92],0
p2,1,0.696589,0.152045,[25  7] ; [57 13],[25.7254902  6.2745098] ; [56.2745098 13.7254902],0
n3,1,0.737316,0.1125,[5 3] ; [7 3],[5.33333333 2.66666667] ; [6.66666667 3.33333333],0
u3,1,0.749085,0.102302,[8 9] ; [12 11],[8.5 8.5] ; [11.5 11.5],0
n2,1,0.799846,0.064286,[6 2] ; [8 2],[6.22222222 1.77777778] ; [7.77777778 2.22222222],0
d3,1,0.813064,0.055921,[22 11] ; [45 25],[21.46601942 11.53398058] ; [45.53398058 24.46601942],0
s6,1,0.823647,0.049665,[24  9] ; [48 20],[23.52475248  9.47524752] ; [48.47524752 19.52475248],0
v2,1,0.831585,0.045228,[17 16] ; [33 34],[16.5 16.5] ; [33.5 33.5],0
p5,1,0.848633,0.036429,[ 5 27] ; [12 58],[ 5.33333333 26.66666667] ; [11.66666667 58.33333333],0
n1,1,0.857596,0.032197,[3 5] ; [3 6],[2.82352941 5.17647059] ; [3.17647059 5.82352941],0
r2,1,0.915031,0.011384,[30  2] ; [66  4],[30.11764706  1.88235294] ; [65.88235294  4.11764706],0
p9,1,0.947485,0.004338,[27  6] ; [56 12],[27.11881188  5.88118812] ; [55.88118812 12.11881188],0
b4,1,0.948894,0.004108,[21 12] ; [45 25],[21.14563107 11.85436893] ; [44.85436893 25.14563107],0
