Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.4e-05,17.184675,[28  7] ; [ 7 19],[20.08196721 14.91803279] ; [14.91803279 11.08196721],1
v1,1,0.107126,2.59612,[13 23] ; [ 5 23],[10.125 25.875] ; [ 7.875 20.125],0
p6,1,0.124795,2.356082,[ 8 28] ; [ 2 24],[ 5.80645161 30.19354839] ; [ 4.19354839 21.80645161],0
p4,1,0.151289,2.059202,[18 18] ; [ 9 19],[15.1875 20.8125] ; [11.8125 16.1875],0
v4,1,0.162466,1.951121,[23 13] ; [13 15],[20.25 15.75] ; [15.75 12.25],0
s1,1,0.234579,1.412881,[ 2 34] ; [ 4 24],[ 3.375 32.625] ; [ 2.625 25.375],0
b1,1,0.278754,1.173156,[21 15] ; [20  8],[23.0625 12.9375] ; [17.9375 10.0625],0
b3,1,0.28809,1.128527,[ 4 16] ; [ 7 13],[ 5.5 14.5] ; [ 5.5 14.5],0
b2,1,0.28809,1.128527,[ 4 16] ; [ 7 13],[ 5.5 14.5] ; [ 5.5 14.5],0
d1,1,0.293344,1.10421,[12 24] ; [ 6 22],[10.125 25.875] ; [ 7.875 20.125],0
d5,1,0.34376,0.896359,[21 15] ; [13 15],[19.125 16.875] ; [14.875 13.125],0
a3,1,0.382673,0.762097,[20 16] ; [12 15],[18.28571429 17.71428571] ; [13.71428571 13.28571429],0
n1,1,0.402784,0.7,[5 9] ; [ 3 11],[ 4. 10.] ; [ 4. 10.],0
p1,1,0.41246,0.671697,[ 1 35] ; [ 2 26],[ 1.6875 34.3125] ; [ 1.3125 26.6875],0
p12,1,0.434967,0.609524,[ 3 33] ; [ 1 27],[ 2.25 33.75] ; [ 1.75 26.25],0
p5,1,0.455818,0.556144,[ 3 33] ; [ 1 26],[ 2.28571429 33.71428571] ; [ 1.71428571 25.28571429],0
a4,1,0.46915,0.523977,[12 24] ; [ 7 21],[10.6875 25.3125] ; [ 8.3125 19.6875],0
s7,1,0.488514,0.479798,[ 8 25] ; [ 4 20],[ 6.94736842 26.05263158] ; [ 5.05263158 18.94736842],0
s2,1,0.517495,0.418883,[10 25] ; [ 6 22],[ 8.88888889 26.11111111] ; [ 7.11111111 20.88888889],0
b4,1,0.569996,0.322689,[18 18] ; [16 12],[19.125 16.875] ; [14.875 13.125],0
b5,1,0.678469,0.171854,[20 16] ; [17 11],[20.8125 15.1875] ; [16.1875 11.8125],0
s4,1,0.794679,0.067725,[ 6 30] ; [ 4 24],[ 5.625 30.375] ; [ 4.375 23.625],0
r1,1,0.842305,0.039579,[12 24] ; [10 18],[12.375 23.625] ; [ 9.625 18.375],0
a2,1,0.860257,0.030993,[ 3 33] ; [ 2 26],[ 2.8125 33.1875] ; [ 2.1875 25.8125],0
n4,1,0.874313,0.025022,[20 16] ; [15 13],[19.6875 16.3125] ; [15.3125 12.6875],0
s3,1,0.878918,0.023208,[11 24] ; [ 8 19],[10.72580645 24.27419355] ; [ 8.27419355 18.72580645],0
p3,1,0.933411,0.006981,[ 9 27] ; [ 7 20],[ 9.14285714 26.85714286] ; [ 6.85714286 20.14285714],0
d4,1,0.97425,0.001042,[22 14] ; [17 11],[21.9375 14.0625] ; [17.0625 10.9375],0
a8,1,0.980276,0.000611,[ 5 28] ; [ 4 22],[ 5.03389831 27.96610169] ; [ 3.96610169 22.03389831],0
u3,1,1.0,0.0,[ 4 12] ; [ 4 12],[ 4. 12.] ; [ 4. 12.],0
