Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.918587,[23  2] ; [15 28],[13.97058824 11.02941176] ; [24.02941176 18.97058824],1
n2,1,0.663986,0.188718,[9 2] ; [15  5],[8.51612903 2.48387097] ; [15.48387097  4.51612903],0
p7,1,0.784017,0.075125,[12 12] ; [20 23],[11.46268657 12.53731343] ; [20.53731343 22.46268657],0
p6,1,0.819202,0.052245,[ 6 18] ; [ 9 31],[ 5.625 18.375] ; [ 9.375 30.625],0
p2,1,0.826428,0.048086,[13 12] ; [23 19],[13.43283582 11.56716418] ; [22.56716418 19.43283582],0
b1,1,0.872848,0.025614,[16  9] ; [29 15],[16.30434783  8.69565217] ; [28.69565217 15.30434783],0
p1,1,0.87715,0.023896,[ 2 23] ; [ 4 40],[ 2.17391304 22.82608696] ; [ 3.82608696 40.17391304],0
a1,1,0.87715,0.023896,[ 2 23] ; [ 4 40],[ 2.17391304 22.82608696] ; [ 3.82608696 40.17391304],0
a8,1,0.91108,0.012472,[ 1 23] ; [ 2 40],[ 1.09090909 22.90909091] ; [ 1.90909091 40.09090909],0
p5,1,0.942054,0.005284,[ 1 23] ; [ 2 42],[ 1.05882353 22.94117647] ; [ 1.94117647 42.05882353],0
a4,1,0.987571,0.000243,[ 8 17] ; [14 30],[ 7.97101449 17.02898551] ; [14.02898551 29.97101449],0
n5,1,0.988114,0.000222,[11 14] ; [19 24],[11.02941176 13.97058824] ; [18.97058824 24.02941176],0
