Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.564071,[505  84] ; [283 105],[475.05834186 113.94165814] ; [312.94165814  75.05834186],1
p7,1,0.34201,0.902882,[345 234] ; [243 145],[352.07032058 226.92967942] ; [235.92967942 152.07032058],0
u2,1,0.342484,0.901112,[103  93] ; [64 46],[106.96732026  89.03267974] ; [60.03267974 49.96732026],0
v3,1,0.344657,0.893032,[224 351] ; [138 246],[217.04900938 357.95099062] ; [144.95099062 239.04900938],0
a2,1,0.346831,0.885018,[127 475] ; [ 94 304],[133.042 468.958] ; [ 87.958 310.042],0
b3,1,0.358034,0.844778,[140 221] ; [ 86 159],[134.63036304 226.36963696] ; [ 91.36963696 153.63036304],0
b2,1,0.358034,0.844778,[140 221] ; [ 86 159],[134.63036304 226.36963696] ; [ 91.36963696 153.63036304],0
p8,1,0.366627,0.815067,[299 290] ; [186 203],[292.09100204 296.90899796] ; [192.90899796 196.09100204],0
s8,1,0.369539,0.805214,[240 358] ; [169 224],[246.80322906 351.19677094] ; [162.19677094 230.80322906],0
s6,1,0.369904,0.803987,[383 208] ; [238 146],[376.42153846 214.57846154] ; [244.57846154 139.42153846],0
s1,1,0.421848,0.645162,[ 21 569] ; [ 18 375],[ 23.40793489 566.59206511] ; [ 15.59206511 377.40793489],0
d4,1,0.42544,0.63524,[484 115] ; [311  84],[479.07947686 119.92052314] ; [315.92052314  79.07947686],0
n5,1,0.433214,0.614192,[425 167] ; [294 103],[430.38220425 161.61779575] ; [288.61779575 108.38220425],0
n4,1,0.439662,0.597165,[440 157] ; [302  96],[445.2 151.8] ; [296.8 101.2],0
s7,1,0.479072,0.500976,[262 314] ; [177 193],[267.29809725 308.70190275] ; [171.70190275 198.29809725],0
b4,1,0.492806,0.470393,[355 247] ; [226 172],[349.762 252.238] ; [231.238 166.762],0
a5,1,0.501887,0.450944,[420 181] ; [286 112],[424.73073073 176.26926927] ; [281.26926927 116.73073073],0
p4,1,0.508055,0.438071,[329 264] ; [227 167],[334.05065856 258.94934144] ; [221.94934144 172.05065856],0
s4,1,0.556032,0.346622,[104 490] ; [ 63 329],[100.60649087 493.39350913] ; [ 66.39350913 325.60649087],0
u1,1,0.594245,0.283764,[103 499] ; [ 63 335],[ 99.932 502.068] ; [ 66.068 331.932],0
v1,1,0.601713,0.272419,[304 281] ; [195 193],[300.01541624 284.98458376] ; [198.98458376 189.01541624],0
s3,1,0.608767,0.261974,[313 274] ; [215 176],[316.90797546 270.09202454] ; [211.09202454 179.90797546],0
s2,1,0.615215,0.252651,[284 311] ; [194 199],[287.86437247 307.13562753] ; [190.13562753 202.86437247],0
p1,1,0.746266,0.104696,[ 51 546] ; [ 36 358],[ 52.41069627 544.58930373] ; [ 34.58930373 359.41069627],0
s5,1,0.765876,0.088669,[188 389] ; [120 259],[185.89539749 391.10460251] ; [122.10460251 256.89539749],0
n3,1,0.906709,0.013734,[105  45] ; [70 31],[104.58167331  45.41832669] ; [70.41832669 30.58167331],0
a8,1,0.909404,0.012948,[ 71 467] ; [ 48 323],[ 70.43124312 467.56875688] ; [ 48.56875688 322.43124312],0
