Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.130795,2.283039,[43 68] ; [104 115],[49.44545455 61.55454545] ; [ 97.55454545 121.44545455],0
d5,1,0.825341,0.0487,[76 34] ; [148  70],[75.12195122 34.87804878] ; [148.87804878  69.12195122],0
a4,1,0.826029,0.048311,[46 64] ; [ 88 129],[45.0764526 64.9235474] ; [ 88.9235474 128.0764526],0
p7,1,0.830455,0.045847,[48 62] ; [ 92 125],[47.09480122 62.90519878] ; [ 92.90519878 124.09480122],0
a2,1,0.885011,0.020915,[21 90] ; [ 40 179],[20.51818182 90.48181818] ; [ 40.48181818 178.51818182],0
b4,1,0.888636,0.019609,[65 46] ; [130  89],[65.59090909 45.40909091] ; [129.40909091  89.59090909],0
p1,1,0.904184,0.014491,[  8 102] ; [ 15 202],[  7.73700306 102.26299694] ; [ 15.26299694 201.73700306],0
s5,1,0.904453,0.014409,[20 86] ; [ 41 170],[20.39747634 85.60252366] ; [ 40.60252366 170.39747634],0
d1,1,0.918346,0.01051,[48 63] ; [ 96 123],[48.43636364 62.56363636] ; [ 95.56363636 123.43636364],0
n5,1,0.920883,0.009865,[61 50] ; [118  99],[60.57621951 50.42378049] ; [118.42378049  98.57621951],0
s4,1,0.926744,0.008453,[17 92] ; [ 33 184],[16.71779141 92.28220859] ; [ 33.28220859 183.71779141],0
s1,1,0.929886,0.007742,[  8 103] ; [ 15 201],[  7.80733945 103.19266055] ; [ 15.19266055 200.80733945],0
b2,1,0.937792,0.006091,[21 46] ; [44 94],[21.24390244 45.75609756] ; [43.75609756 94.24390244],0
b3,1,0.937792,0.006091,[21 46] ; [44 94],[21.24390244 45.75609756] ; [43.75609756 94.24390244],0
v1,1,0.944759,0.004801,[40 71] ; [ 77 139],[39.71559633 71.28440367] ; [ 77.28440367 138.71559633],0
d4,1,0.960448,0.002459,[78 31] ; [154  62],[77.80923077 31.19076923] ; [154.19076923  61.80923077],0
v3,1,0.960952,0.002397,[29 77] ; [ 58 152],[29.1835443 76.8164557] ; [ 57.8164557 152.1835443],0
s7,1,0.965141,0.00191,[30 70] ; [ 61 144],[29.83606557 70.16393443] ; [ 61.16393443 143.83606557],0
a8,1,0.974921,0.000988,[13 91] ; [ 25 173],[13.08609272 90.91390728] ; [ 24.91390728 173.08609272],0
a5,1,0.982901,0.000459,[64 47] ; [126  93],[63.90909091 47.09090909] ; [126.09090909  92.90909091],0
p12,1,0.983094,0.000449,[  2 109] ; [  4 214],[  2.02431611 108.97568389] ; [  3.97568389 214.02431611],0
n3,1,0.988326,0.000214,[28 17] ; [53 32],[28.03846154 16.96153846] ; [52.96153846 32.03846154],0
