Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.071804,3.241297,[30 20] ; [21 29],[25.5 24.5] ; [25.5 24.5],0
a3,1,0.52608,0.401958,[61 50] ; [68 47],[63.35840708 47.64159292] ; [65.64159292 49.35840708],0
u2,1,0.535923,0.383149,[22 26] ; [19 29],[20.5 27.5] ; [20.5 27.5],0
r4,1,0.546935,0.362836,[72 39] ; [72 46],[69.79912664 41.20087336] ; [74.20087336 43.79912664],0
s1,1,0.549006,0.3591,[  8 103] ; [ 11 106],[  9.25 101.75] ; [  9.75 107.25],0
a2,1,0.559692,0.340237,[21 90] ; [26 92],[22.78165939 88.21834061] ; [24.21834061 93.78165939],0
p1,1,0.575854,0.312985,[  8 102] ; [ 11 107],[  9.16666667 100.83333333] ; [  9.83333333 108.16666667],0
s3,1,0.602144,0.271775,[45 65] ; [51 64],[46.93333333 63.06666667] ; [49.06666667 65.93333333],0
n6,1,0.606641,0.265095,[65 46] ; [64 52],[63.07929515 47.92070485] ; [65.92070485 50.07929515],0
a8,1,0.611667,0.257755,[13 91] ; [11 96],[11.82938389 92.17061611] ; [12.17061611 94.82938389],0
n2,1,0.616219,0.251218,[27 19] ; [29 25],[25.76 20.24] ; [30.24 23.76],0
v2,1,0.621647,0.243559,[41 67] ; [40 75],[39.22869955 68.77130045] ; [41.77130045 73.22869955],0
p3,1,0.661077,0.192218,[42 69] ; [41 76],[40.40789474 70.59210526] ; [42.59210526 74.40789474],0
p8,1,0.667202,0.184893,[30 79] ; [29 87],[28.58222222 80.41777778] ; [30.41777778 85.58222222],0
v1,1,0.66817,0.18375,[40 71] ; [39 78],[38.46052632 72.53947368] ; [40.53947368 76.46052632],0
b2,1,0.672274,0.178954,[21 46] ; [25 47],[22.17266187 44.82733813] ; [23.82733813 48.17266187],0
b3,1,0.672274,0.178954,[21 46] ; [25 47],[22.17266187 44.82733813] ; [23.82733813 48.17266187],0
r1,1,0.679358,0.17085,[69 42] ; [69 47],[67.48017621 43.51982379] ; [70.51982379 45.48017621],0
a5,1,0.69937,0.149129,[64 47] ; [71 47],[65.43668122 45.56331878] ; [69.56331878 48.43668122],0
p9,1,0.732392,0.116927,[32 75] ; [32 83],[30.84684685 76.15315315] ; [33.15315315 81.84684685],0
s2,1,0.746493,0.104502,[37 73] ; [37 80],[35.85903084 74.14096916] ; [38.14096916 78.85903084],0
p4,1,0.752651,0.099317,[44 67] ; [44 73],[42.84210526 68.15789474] ; [45.15789474 71.84210526],0
s4,1,0.761087,0.092448,[17 92] ; [20 97],[17.84513274 91.15486726] ; [19.15486726 97.84513274],0
d4,1,0.775504,0.081329,[78 31] ; [81 35],[77.02666667 31.97333333] ; [81.97333333 34.02666667],0
n1,1,0.800243,0.064025,[22 24] ; [24 29],[21.37373737 24.62626263] ; [24.62626263 28.37373737],0
d2,1,0.810034,0.057783,[49 60] ; [54 62],[49.89777778 59.10222222] ; [53.10222222 62.89777778],0
n5,1,0.870044,0.026766,[61 50] ; [65 51],[61.6123348 49.3876652] ; [64.3876652 51.6123348],0
r2,1,0.873094,0.025514,[89 21] ; [94 21],[89.46666667 20.53333333] ; [93.53333333 21.46666667],0
d1,1,0.899944,0.015808,[48 63] ; [52 66],[48.47161572 62.52838428] ; [51.52838428 66.47161572],0
v3,1,0.901024,0.015467,[29 77] ; [29 80],[28.59534884 77.40465116] ; [29.40465116 79.59534884],0
p5,1,0.912556,0.012059,[  6 104] ; [  6 111],[  5.81497797 104.18502203] ; [  6.18502203 110.81497797],0
a1,1,0.934625,0.006728,[ 10 101] ; [ 11 107],[ 10.1790393 100.8209607] ; [ 10.8209607 107.1790393],0
a4,1,0.946656,0.004476,[46 64] ; [48 68],[45.75221239 64.24778761] ; [48.24778761 67.75221239],0
s7,1,0.953473,0.003404,[30 70] ; [32 76],[29.80769231 70.19230769] ; [32.19230769 75.80769231],0
d5,1,0.981807,0.00052,[76 34] ; [81 36],[76.07929515 33.92070485] ; [80.92070485 36.07929515],0
