Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.051243,3.800327,[24 19] ; [15 28],[19.5 23.5] ; [19.5 23.5],0
u2,1,0.509676,0.434733,[20 22] ; [17 25],[18.5 23.5] ; [18.5 23.5],0
d3,1,0.510427,0.433192,[62 45] ; [71 43],[64.39366516 42.60633484] ; [68.60633484 45.39366516],0
s6,1,0.526989,0.400193,[51 55] ; [50 64],[48.66363636 57.33636364] ; [52.33636364 61.66363636],0
a3,1,0.528053,0.398136,[64 43] ; [71 40],[66.26146789 40.73853211] ; [68.73853211 42.26146789],0
v2,1,0.568547,0.32512,[49 55] ; [48 63],[46.92093023 57.07906977] ; [50.07906977 60.92093023],0
u1,1,0.585583,0.297295,[15 92] ; [19 95],[16.46153846 90.53846154] ; [17.53846154 96.46153846],0
r1,1,0.586505,0.295835,[79 28] ; [79 33],[77.19634703 29.80365297] ; [80.80365297 31.19634703],0
p12,1,0.599598,0.275603,[  3 103] ; [  2 111],[  2.42009132 103.57990868] ; [  2.57990868 110.42009132],0
s3,1,0.60517,0.267269,[45 60] ; [51 59],[46.88372093 58.11627907] ; [49.11627907 60.88372093],0
a8,1,0.613102,0.255682,[14 82] ; [12 87],[12.8 83.2] ; [13.2 85.8],0
p8,1,0.633854,0.22687,[36 69] ; [35 77],[34.35483871 70.64516129] ; [36.64516129 75.35483871],0
v1,1,0.643675,0.213968,[42 63] ; [41 70],[40.34722222 64.65277778] ; [42.65277778 68.34722222],0
p9,1,0.647424,0.209163,[44 59] ; [44 67],[42.35514019 60.64485981] ; [45.64485981 65.35514019],0
b2,1,0.675141,0.175647,[22 50] ; [26 51],[23.19463087 48.80536913] ; [24.80536913 52.19463087],0
b3,1,0.675141,0.175647,[22 50] ; [26 51],[23.19463087 48.80536913] ; [24.80536913 52.19463087],0
a5,1,0.685253,0.164272,[60 47] ; [67 47],[61.48868778 45.51131222] ; [65.51131222 48.48868778],0
p3,1,0.694144,0.154636,[29 78] ; [28 85],[27.72272727 79.27727273] ; [29.27727273 83.72272727],0
s4,1,0.69926,0.149243,[13 92] ; [16 97],[13.96788991 91.03211009] ; [15.03211009 97.96788991],0
d4,1,0.742285,0.108129,[79 27] ; [82 31],[77.92694064 28.07305936] ; [83.07305936 29.92694064],0
s2,1,0.742848,0.107639,[35 70] ; [35 77],[33.87096774 71.12903226] ; [36.12903226 75.87096774],0
p4,1,0.755087,0.097306,[41 66] ; [41 72],[39.88181818 67.11818182] ; [42.11818182 70.88181818],0
a1,1,0.840198,0.040659,[  5 102] ; [  6 108],[  5.32579186 101.67420814] ; [  5.67420814 108.32579186],0
d2,1,0.844328,0.038557,[53 53] ; [58 55],[53.7260274 52.2739726] ; [57.2739726 55.7260274],0
n5,1,0.864101,0.029294,[58 49] ; [62 50],[58.63013699 48.36986301] ; [61.36986301 50.63013699],0
v3,1,0.898697,0.016207,[30 76] ; [30 79],[29.58139535 76.41860465] ; [30.41860465 78.58139535],0
r2,1,0.904702,0.014334,[94 12] ; [99 12],[94.2764977 11.7235023] ; [98.7235023 12.2764977],0
d1,1,0.924173,0.009059,[50 57] ; [54 60],[50.35294118 56.64705882] ; [53.64705882 60.35294118],0
p5,1,0.927254,0.008336,[  4 103] ; [  4 110],[  3.87330317 103.12669683] ; [  4.12669683 109.87330317],0
s7,1,0.936525,0.006342,[33 70] ; [35 76],[32.72897196 70.27102804] ; [35.27102804 75.72897196],0
a4,1,0.950282,0.003888,[44 63] ; [46 67],[43.77272727 63.22727273] ; [46.22727273 66.77272727],0
n1,1,0.952963,0.003479,[12 25] ; [14 30],[11.87654321 25.12345679] ; [14.12345679 29.87654321],0
d5,1,0.974933,0.000987,[73 34] ; [78 36],[73.10859729 33.89140271] ; [77.89140271 36.10859729],0
