Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.051243,3.800327,[15 28] ; [24 19],[19.5 23.5] ; [19.5 23.5],0
d4,1,0.742285,0.108129,[82 31] ; [79 27],[83.07305936 29.92694064] ; [77.92694064 28.07305936],0
s2,1,0.742848,0.107639,[35 77] ; [35 70],[36.12903226 75.87096774] ; [33.87096774 71.12903226],0
p4,1,0.755087,0.097306,[41 72] ; [41 66],[42.11818182 70.88181818] ; [39.88181818 67.11818182],0
a1,1,0.840198,0.040659,[  6 108] ; [  5 102],[  5.67420814 108.32579186] ; [  5.32579186 101.67420814],0
d2,1,0.844328,0.038557,[58 55] ; [53 53],[57.2739726 55.7260274] ; [53.7260274 52.2739726],0
n5,1,0.864101,0.029294,[62 50] ; [58 49],[61.36986301 50.63013699] ; [58.63013699 48.36986301],0
v3,1,0.898697,0.016207,[30 79] ; [30 76],[30.41860465 78.58139535] ; [29.58139535 76.41860465],0
r2,1,0.904702,0.014334,[99 12] ; [94 12],[98.7235023 12.2764977] ; [94.2764977 11.7235023],0
d1,1,0.924173,0.009059,[54 60] ; [50 57],[53.64705882 60.35294118] ; [50.35294118 56.64705882],0
p5,1,0.927254,0.008336,[  4 110] ; [  4 103],[  4.12669683 109.87330317] ; [  3.87330317 103.12669683],0
s7,1,0.936525,0.006342,[35 76] ; [33 70],[35.27102804 75.72897196] ; [32.72897196 70.27102804],0
a4,1,0.950282,0.003888,[46 67] ; [44 63],[46.22727273 66.77272727] ; [43.77272727 63.22727273],0
n1,1,0.952963,0.003479,[14 30] ; [12 25],[14.12345679 29.87654321] ; [11.87654321 25.12345679],0
d5,1,0.974933,0.000987,[78 36] ; [73 34],[77.89140271 36.10859729] ; [73.10859729 33.89140271],0
